,question,answer1,answer2,label,sas,f1,bertvanilla,berttrained,bi_encoder,bleu,rouge_L,meteor,answer_encoded_twice
652,who is the girl that plays in fbi,Missy Peregrym,Zeeko Zaki,1.0,0.0102693187072873,0.0,0.1931864321231842,0.1750553846359253,0.1661989986896515,0.0,0.0,0.0,Zeeko Zaki
653,when was the first version of a star is born made,1937,"april 20, 1937",0.0,0.4984212517738342,0.5,0.6229881048202515,0.653870701789856,0.645411491394043,0.0,0.5,0.1351351351351351,"april 20, 1937"
654,when was the first version of a star is born made,1937,"March 16, 1936",0.0,0.4121202826499939,0.0,0.5285137295722961,0.3440727591514587,0.3596283495426178,0.0,0.0,0.0,"March 16, 1936"
655,when was the first version of a star is born made,1937,1966,0.0,0.0268037281930446,0.0,0.6458854675292969,0.1434183269739151,0.2005682587623596,0.0,0.0,0.0,1966
656,when was the first version of a star is born made,1937,2001,0.0,0.009965187869966,0.0,0.6125532388687134,0.2073396742343902,0.2375087589025497,0.0,0.0,0.0,2001
657,when was the first version of a star is born made,1937,1980,0.0,0.0103200851008296,0.0,0.6287317276000977,0.2125871330499649,0.2547115087509155,0.0,0.0,0.0,1980
658,when was the first version of a star is born made,1937,1874,0.0,0.0355092249810695,0.0,0.6091099977493286,0.2724933922290802,0.3291530311107635,0.0,0.0,0.0,1874
659,who is the first country to leave the eu,French Algeria,cyprus,0.0,0.0094895400106906,0.0,0.3495810925960541,0.0706857144832611,0.0712357386946678,0.0,0.0,0.0,cyprus
660,who is the first country to leave the eu,French Algeria,Croatia,0.0,0.0097739165648818,0.0,0.3616764545440674,0.2061634063720703,0.2263072282075882,0.0,0.0,0.0,Croatia
661,who is the first country to leave the eu,French Algeria,united kingdom,2.0,0.0097672082483768,0.0,0.2334510087966919,0.1799290180206298,0.1925562024116516,0.0,0.0,0.0,united kingdom
662,who is the first country to leave the eu,French Algeria,the UK,2.0,0.0095923580229282,0.0,0.3383313417434692,0.1592114120721817,0.1618685126304626,0.0,0.0,0.0,the UK
663,when does season 15 of greys anatomy end,"January 17, 2019","may 19, 2018",0.0,0.092271514236927,0.0,0.7825102806091309,0.6031769514083862,0.6437622904777527,0.0,0.0,0.125,"may 19, 2018"
664,when does season 15 of greys anatomy end,"January 17, 2019","March 15, 2018",0.0,0.1218413859605789,0.0,0.7884673476219177,0.3469851315021515,0.3389601111412048,0.0,0.0,0.125,"March 15, 2018"
665,when does season 15 of greys anatomy end,"January 17, 2019",2018,0.0,0.1123450398445129,0.0,0.4893943667411804,0.2432539910078048,0.2468844950199127,0.0,0.0,0.0,2018
666,when does season 15 of greys anatomy end,"January 17, 2019","April 20, 2018",0.0,0.1192239448428154,0.0,0.787652850151062,0.2843610346317291,0.2743921875953674,0.0,0.0,0.125,"April 20, 2018"
667,when does season 15 of greys anatomy end,"January 17, 2019","September 27, 2018",0.0,0.0932392850518226,0.0,0.7748913764953613,0.2382712215185165,0.2196817249059677,0.0,0.0,0.125,"September 27, 2018"
668,when does season 15 of greys anatomy end,"January 17, 2019","may 17, 2018",0.0,0.1319290250539779,0.3333333333333333,0.8141248226165771,0.6787523031234741,0.6886859536170961,0.0,0.3333333333333333,0.46875,"may 17, 2018"
669,when does season 15 of greys anatomy end,"January 17, 2019","May 19, 2016",0.0,0.0299488175660371,0.0,0.7474427223205566,0.6104994416236877,0.6767308712005615,0.0,0.0,0.125,"May 19, 2016"
670,when did the game dont wake daddy come out,1992,1999,0.0,0.0384800098836422,0.0,0.722673237323761,0.4792212843894958,0.5370876789093018,0.0,0.0,0.0,1999
671,when did the game dont wake daddy come out,1992,2007,0.0,0.0148771237581968,0.0,0.6352348327636719,0.4034929275512695,0.4517119526863098,0.0,0.0,0.0,2007
672,when did the game dont wake daddy come out,1992,"june 13, 1973",2.0,0.010170373134315,0.0,0.463455080986023,0.1446400433778762,0.1362244784832,0.0,0.0,0.0,"june 13, 1973"
673,where did they film the new sabrina the teenage witch,"Vancouver, British Columbia",Netflix,0.0,0.0095241582021117,0.0,0.2996431887149811,0.1921042948961258,0.2242145687341689,0.0,0.0,0.0,Netflix
674,where did they film the new sabrina the teenage witch,"Vancouver, British Columbia",Glen Cove,0.0,0.0122029408812522,0.0,0.2267564088106155,0.2161238491535186,0.2131919264793396,0.0,0.0,0.0,Glen Cove
675,where did they film the new sabrina the teenage witch,"Vancouver, British Columbia","british columbia, canada",2.0,0.424644410610199,0.6666666666666666,0.8276345729827881,0.6307489275932312,0.6296532154083252,0.0,0.6666666666666666,0.6388888888888888,"british columbia, canada"
676,who is responsible for requesting a disaster declaration,Governor,president,0.0,0.0106179621070623,0.0,0.5798296928405762,0.4404182732105255,0.5366242527961731,0.0,0.0,0.0,president
677,who is responsible for requesting a disaster declaration,Governor,Congress,0.0,0.0103187402710318,0.0,0.3944596648216248,0.368812084197998,0.4516341090202332,0.0,0.0,0.0,Congress
678,who is responsible for requesting a disaster declaration,Governor,the World Health Organization,0.0,0.0093082580715417,0.0,0.3025938868522644,0.1707519888877868,0.189568430185318,0.0,0.0,0.0,the World Health Organization
679,who is responsible for requesting a disaster declaration,Governor,governor ralph torres,1.0,0.6049723029136658,0.5,0.6268386840820312,0.500809371471405,0.4228100180625916,0.0,0.5,0.1785714285714285,governor ralph torres
680,who is responsible for requesting a disaster declaration,Governor,the governor of the state,2.0,0.7963323593139648,0.5,0.7395588159561157,0.8213320970535278,0.8341777324676514,0.0,0.3333333333333333,0.108695652173913,the governor of the state
681,who is responsible for requesting a disaster declaration,Governor,state governor,2.0,0.7758511900901794,0.6666666666666666,0.8248583674430847,0.8945709466934204,0.9122220277786256,0.0,0.6666666666666666,0.2631578947368421,state governor
682,sabzi mandi railway station near by metro station,Pratap Nagar Metro Station,rabindra sarobar,0.0,0.0101280026137828,0.0,0.2901817262172699,0.2286898642778396,0.2290904223918915,0.0,0.0,0.0,rabindra sarobar
683,sabzi mandi railway station near by metro station,Pratap Nagar Metro Station,Partap Nagar,0.0,0.6093214750289917,0.3333333333333333,0.4157010018825531,0.7148418426513672,0.7412440180778503,0.0,0.3333333333333333,0.2272727272727272,Partap Nagar
684,sabzi mandi railway station near by metro station,Pratap Nagar Metro Station,Dilshad Garden,0.0,0.0094169657677412,0.0,0.309578537940979,0.1605627089738845,0.1672918945550918,0.0,0.0,0.0,Dilshad Garden
685,sabzi mandi railway station near by metro station,Pratap Nagar Metro Station,Old Delhi Railway Station,0.0,0.1676641851663589,0.25,0.4131033718585968,0.4441913366317749,0.4279924333095551,0.0,0.25,0.125,Old Delhi Railway Station
686,sabzi mandi railway station near by metro station,Pratap Nagar Metro Station,New Delhi,0.0,0.0134385926648974,0.0,0.2726583480834961,0.3036960661411285,0.3394936621189117,0.0,0.0,0.0,New Delhi
687,sabzi mandi railway station near by metro station,Pratap Nagar Metro Station,netaji bhawan station,0.0,0.1361453086137771,0.2857142857142857,0.3973466157913208,0.3553407788276672,0.3595676124095917,0.0,0.2857142857142857,0.1612903225806451,netaji bhawan station
688,sabzi mandi railway station near by metro station,Pratap Nagar Metro Station,City Railway Station,0.0,0.340715080499649,0.2857142857142857,0.4444445073604584,0.4617505073547363,0.4195803105831146,0.0,0.2857142857142857,0.1612903225806451,City Railway Station
689,sabzi mandi railway station near by metro station,Pratap Nagar Metro Station,Agra district,0.0,0.0101073142141103,0.0,0.3110114634037018,0.3782557547092438,0.4361727833747864,0.0,0.0,0.0,Agra district
690,who was the top american ace in ww1,Eddie Rickenbacker,Edward Vernon Rickenbacker,2.0,0.8447848558425903,0.4,0.8075375556945801,0.8178516030311584,0.8379216194152832,0.0,0.4,0.1724137931034482,Edward Vernon Rickenbacker
691,where was the second battle of saratoga fought,Bemis Heights,"albany, new york",0.0,0.0114370416849851,0.0,0.2653201520442962,0.3633418977260589,0.3724031448364258,0.0,0.0,0.0,"albany, new york"
692,where was the second battle of saratoga fought,Bemis Heights,"Stillwater, Saratoga County, New York",1.0,0.0094928750768303,0.0,0.2789260745048523,0.1347733438014984,0.1063116565346717,0.0,0.0,0.0,"Stillwater, Saratoga County, New York"
693,where was the second battle of saratoga fought,Bemis Heights,"Schuylerville, New York",1.0,0.0110968211665749,0.0,0.2397526353597641,0.2389129549264907,0.2672759294509888,0.0,0.0,0.0,"Schuylerville, New York"
694,where was the second battle of saratoga fought,Bemis Heights,"south of saratoga, new york",2.0,0.0116341169923543,0.0,0.283877819776535,0.0965695530176162,0.0719795823097229,0.0,0.0,0.0,"south of saratoga, new york"
695,where was the second battle of saratoga fought,Bemis Heights,New York,2.0,0.0133975502103567,0.0,0.2434393465518951,0.2477461099624633,0.2748706638813019,0.0,0.0,0.0,New York
696,where was the second battle of saratoga fought,Bemis Heights,"Saratoga, New York",2.0,0.010300388559699,0.0,0.2775746583938598,0.1444288045167923,0.1335760056972503,0.0,0.0,0.0,"Saratoga, New York"
697,how many languages are printed in indian currency,17,22,0.0,0.135824829339981,0.0,0.8260364532470703,0.3558691740036011,0.4016453325748444,0.0,0.0,0.0,22
698,first bride in four weddings and a funeral,Laura,Sara Crowe,0.0,0.0118622444570064,0.0,0.3689076006412506,0.2279057800769806,0.2383098006248474,0.0,0.0,0.0,Sara Crowe
699,first bride in four weddings and a funeral,Laura,John Hannah,0.0,0.0101481191813945,0.0,0.3701412975788117,0.2876472175121307,0.2918532490730285,0.0,0.0,0.0,John Hannah
700,first bride in four weddings and a funeral,Laura,Tom,0.0,0.011515668593347,0.0,0.4388527870178223,0.1401259154081344,0.1743194758892059,0.0,0.0,0.0,Tom
701,first bride in four weddings and a funeral,Laura,Angus and Laura,1.0,0.5181630253791809,0.5,0.7110885381698608,0.7292395234107971,0.7302544116973877,0.0,0.5,0.1785714285714285,Angus and Laura
702,when did law & order go off the air,"May 24, 2010","June 26, 2011",0.0,0.1058464273810386,0.0,0.8430005311965942,0.3406450152397156,0.3138310015201569,0.0,0.0,0.125,"June 26, 2011"
703,what channel does the haves and have nots come on on directv,OWN,Channel 210,0.0,0.010523721575737,0.0,0.3246153891086578,0.1832441389560699,0.2001460939645767,0.0,0.0,0.0,Channel 210
704,what channel does the haves and have nots come on on directv,OWN,Channel 115,0.0,0.0123356934636831,0.0,0.3017226457595825,0.1426287591457367,0.1719604730606079,0.0,0.0,0.0,Channel 115
705,what channel does the haves and have nots come on on directv,OWN,8,0.0,0.0400929264724254,0.0,0.3441314697265625,0.2532894611358642,0.2981792688369751,0.0,0.0,0.0,8
706,what channel does the haves and have nots come on on directv,OWN,nbc,0.0,0.0174821875989437,0.0,0.3335143625736237,0.2824713289737701,0.3318448960781097,0.0,0.0,0.0,nbc
707,what channel does the haves and have nots come on on directv,OWN,Channel 265,0.0,0.0098914261907339,0.0,0.3257911503314972,0.2358236610889434,0.2622449994087219,0.0,0.0,0.0,Channel 265
708,what channel does the haves and have nots come on on directv,OWN,Channel 363,0.0,0.0114791318774223,0.0,0.2789302170276642,0.2548478245735168,0.2938618957996368,0.0,0.0,0.0,Channel 363
709,what channel does the haves and have nots come on on directv,OWN,Oprah Winfrey Network,2.0,0.0095143029466271,0.0,0.2246350049972534,0.1254913806915283,0.1112717688083648,0.0,0.0,0.0,Oprah Winfrey Network
710,the largest oil reserves of any arab nation are controlled by,Syria,Venezuela,0.0,0.0094325952231884,0.0,0.509569525718689,0.2386966347694397,0.3173249661922455,0.0,0.0,0.0,Venezuela
711,the largest oil reserves of any arab nation are controlled by,Syria,Libya,0.0,0.0886191874742508,0.0,0.5970413088798523,0.2550947070121765,0.3397201895713806,0.0,0.0,0.0,Libya
712,the largest oil reserves of any arab nation are controlled by,Syria,saudi arabia,1.0,0.0364029072225093,0.0,0.3983827531337738,0.3156452476978302,0.3937594592571258,0.0,0.0,0.0,saudi arabia
713,who protected the manor in the manor system,powerful local supporter,parish constables,0.0,0.0091887563467025,0.0,0.3129023313522339,0.182007223367691,0.1577173769474029,0.0,0.0,0.0,parish constables
714,who protected the manor in the manor system,powerful local supporter,law lords,0.0,0.0098118185997009,0.0,0.2658145427703857,0.1734799593687057,0.1796988695859909,0.0,0.0,0.0,law lords
715,who protected the manor in the manor system,powerful local supporter,a higher lord,0.0,0.0201530903577804,0.0,0.3216083943843841,0.268082857131958,0.2811567187309265,0.0,0.0,0.0,a higher lord
716,who protected the manor in the manor system,powerful local supporter,a lord,1.0,0.1101202815771102,0.0,0.3315388858318329,0.1996733397245407,0.2155484855175018,0.0,0.0,0.0,a lord
717,who protected the manor in the manor system,powerful local supporter,Lord of the Manor,1.0,0.0088054221123456,0.0,0.333807498216629,0.1592925488948822,0.1614781469106674,0.0,0.0,0.0,Lord of the Manor
718,when did brewers last win the world series,None,1982,0.0,0.0118796676397323,0.0,0.3394082188606262,0.1225917711853981,0.1432763487100601,0.0,0.0,0.0,1982
719,when did brewers last win the world series,None,1981,0.0,0.0110797127708792,0.0,0.3292991518974304,0.1258859932422638,0.1409249156713485,0.0,0.0,0.0,1981
720,when did brewers last win the world series,None,dh 7.5,0.0,0.0116140348836779,0.0,0.2851077318191528,0.10894176363945,0.1110376939177513,0.0,0.0,0.0,dh 7.5
721,when did brewers last win the world series,None,$7.25,0.0,0.0115371793508529,0.0,0.2865986227989197,0.074608102440834,0.0716905146837234,0.0,0.0,0.0,$7.25
722,when did brewers last win the world series,None,AED 6.5,0.0,0.0095306877046823,0.0,0.2827732861042023,0.1637455970048904,0.1658618599176406,0.0,0.0,0.0,AED 6.5
723,when did brewers last win the world series,None,hk $ 34. 50 per hour,0.0,0.009878946468234,0.0,0.2457185983657837,0.034765213727951,0.0054603805765509,0.0,0.0,0.0,hk $ 34. 50 per hour
724,when did brewers last win the world series,None,11.16,0.0,0.0378384068608284,0.0,0.3423486053943634,0.207067385315895,0.2363347858190536,0.0,0.0,0.0,11.16
725,when did brewers last win the world series,None,15,0.0,0.0967840328812599,0.0,0.3911516666412353,0.277182787656784,0.3183481097221374,0.0,0.0,0.0,15
726,when did brewers last win the world series,None,$15.00,0.0,0.0220520310103893,0.0,0.2867123484611511,0.107672281563282,0.1163287907838821,0.0,0.0,0.0,$15.00
727,who sang the opening line to do they know it's christmas,David Bowie,paul young,0.0,0.0097040813416242,0.0,0.3741695284843445,0.1999588757753372,0.2146800607442856,0.0,0.0,0.0,paul young
728,who sang the opening line to do they know it's christmas,David Bowie,Chris Martin,1.0,0.0095964642241597,0.0,0.3554814755916595,0.1932893693447113,0.1939639151096344,0.0,0.0,0.0,Chris Martin
729,what is the name of the russian intelligence agency,SVR RF,Foreign Intelligence Service,0.0,0.0224027838557958,0.0,0.244223490357399,0.1678343713283538,0.20222207903862,0.0,0.0,0.0,Foreign Intelligence Service
730,what is the name of the russian intelligence agency,SVR RF,Foreign Intelligence Service of the Russian Federation,0.0,0.3260923326015472,0.0,0.2766006290912628,0.2432716935873031,0.2419144213199615,0.0,0.0,0.0,Foreign Intelligence Service of the Russian Federation
731,what is the name of the russian intelligence agency,SVR RF,FSB,0.0,0.0135985845699906,0.0,0.305654913187027,0.4464842081069946,0.4321453571319579,0.0,0.0,0.0,FSB
732,what is the name of the russian intelligence agency,SVR RF,novichok,0.0,0.0093777701258659,0.0,0.2468723356723785,0.1172644421458244,0.1089216694235801,0.0,0.0,0.0,novichok
733,what is the name of the russian intelligence agency,SVR RF,MI6,0.0,0.0093510076403617,0.0,0.2449980527162552,0.147146537899971,0.1510199606418609,0.0,0.0,0.0,MI6
734,what is the name of the russian intelligence agency,SVR RF,Mossad,0.0,0.0092836488038301,0.0,0.2507654428482056,0.0314295254647731,-0.0360043086111545,0.0,0.0,0.0,Mossad
735,what is the name of the russian intelligence agency,SVR RF,svr,2.0,0.6546427607536316,0.6666666666666666,0.8362470269203186,0.5852180123329163,0.5743356347084045,0.0,0.6666666666666666,0.4545454545454545,svr
736,which legislation was responsible for changing the voting age in the united states brainly,the Twenty-sixth Amendment,Congress,0.0,0.0796002298593521,0.0,0.3077554702758789,0.1748622208833694,0.185611605644226,0.0,0.0,0.0,Congress
737,which legislation was responsible for changing the voting age in the united states brainly,the Twenty-sixth Amendment,the voting rights act,1.0,0.0945518314838409,0.0,0.427148163318634,0.3634644448757171,0.4035790264606476,0.0,0.25,0.1282051282051282,the voting rights act
738,which legislation was responsible for changing the voting age in the united states brainly,the Twenty-sixth Amendment,The Twenty - sixth Amendment,2.0,0.9586645364761353,0.4,1.0000003576278689,0.8884824514389038,0.8953482508659363,0.0,1.0,0.2083333333333333,The Twenty - sixth Amendment
739,which legislation was responsible for changing the voting age in the united states brainly,the Twenty-sixth Amendment,Voting Rights Act of 1965,2.0,0.0873427242040634,0.0,0.3208330869674682,0.2458545267581939,0.2291799485683441,0.0,0.0,0.0,Voting Rights Act of 1965
740,how many rick and morty seasons are out,3,third season,0.0,0.2906978130340576,0.0,0.4011219441890717,0.6729641556739807,0.679689884185791,0.0,0.0,0.0,third season
741,how many rick and morty seasons are out,3,5,0.0,0.1683882474899292,0.0,0.8389772176742554,0.3402852416038513,0.3611151874065399,0.0,0.0,0.0,5
742,how many rick and morty seasons are out,3,ten,0.0,0.0646695345640182,0.0,0.487061083316803,0.1282614469528198,0.1386378407478332,0.0,0.0,0.0,ten
743,how many rick and morty seasons are out,3,2,0.0,0.2349429577589035,0.0,0.8588821291923523,0.4722289144992828,0.5018622279167175,0.0,0.0,0.0,2
744,how many rick and morty seasons are out,3,five,0.0,0.1638898700475692,0.0,0.5857216119766235,0.2138121873140335,0.2364064007997513,0.0,0.0,0.0,five
745,how many rick and morty seasons are out,3,1,0.0,0.1114775836467742,0.0,0.8114217519760132,0.4302287697792053,0.4576076567173004,0.0,0.0,0.0,1
746,how many rick and morty seasons are out,3,four,0.0,0.2308968901634217,0.0,0.6081118583679199,0.3424340188503265,0.3906918168067932,0.0,0.0,0.0,four
747,how many rick and morty seasons are out,3,three,2.0,0.947051167488098,0.0,0.7167143821716309,0.9219055771827698,0.9368533492088318,0.0,0.0,0.5,three
748,how many rick and morty seasons are out,3,fifty - six foot,0.0,0.0095033543184399,0.0,0.2966341078281402,-0.003837333060801,-0.0439650863409042,0.0,0.0,0.0,fifty - six foot
749,how many rick and morty seasons are out,3,50 ft,0.0,0.0097302123904228,0.0,0.391961008310318,0.0320685021579265,0.0280837789177894,0.0,0.0,0.0,50 ft
750,how many rick and morty seasons are out,3,fifty-six,0.0,0.0114182094112038,0.0,0.3619095385074616,0.0050485669635236,-0.0077845063060522,0.0,0.0,0.0,fifty-six
751,how many rick and morty seasons are out,3,two,0.0,0.2151073813438415,0.0,0.6146450042724609,0.2855912744998932,0.3046824336051941,0.0,0.0,0.0,two
752,how many rick and morty seasons are out,3,10,0.0,0.0779249817132949,0.0,0.7385544776916504,0.1534752547740936,0.1659809798002243,0.0,0.0,0.0,10
753,how many rick and morty seasons are out,3,seven,0.0,0.1125946417450904,0.0,0.5727648735046387,0.1448642164468765,0.1686728447675705,0.0,0.0,0.0,seven
754,how many rick and morty seasons are out,3,50 feet,0.0,0.0093289380893111,0.0,0.3883090913295746,0.0576899237930774,0.0685176625847816,0.0,0.0,0.0,50 feet
755,the military plan that called for an invasion of france through belgium was called,Schlieffen Plan,The Anaconda Plan,0.0,0.1670458316802978,0.5,0.369921863079071,0.352913498878479,0.313486635684967,0.0,0.4,0.1724137931034482,The Anaconda Plan
756,the military plan that called for an invasion of france through belgium was called,Schlieffen Plan,"a \""Labour Plan\""",0.0,0.1911773383617401,0.5,0.3486646711826324,0.4810822308063507,0.4957979321479797,0.0,0.4,0.0,"a ""Labour Plan"""
757,what is being charged with article 15 in the army,non-judicial punishment,discrimination,0.0,0.0170220360159873,0.0,0.2885069847106933,0.2132581323385238,0.2282881140708923,0.0,0.0,0.0,discrimination
758,what is being charged with article 15 in the army,non-judicial punishment,military personnel,0.0,0.009936231188476,0.0,0.3117576539516449,0.1902518570423126,0.1855038106441497,0.0,0.0,0.0,military personnel
759,what is being charged with article 15 in the army,non-judicial punishment,violation of the UCMJ,0.0,0.2243669182062149,0.0,0.3027614653110504,0.2043251097202301,0.2047902941703796,0.0,0.0,0.0,violation of the UCMJ
760,what is being charged with article 15 in the army,non-judicial punishment,conscientious objectors,0.0,0.0093161147087812,0.0,0.2322810143232345,0.2253040671348571,0.2255505919456482,0.0,0.0,0.0,conscientious objectors
761,what is being charged with article 15 in the army,non-judicial punishment,Articles,0.0,0.0101976217702031,0.0,0.2948702275753021,0.1197230294346809,0.1053775548934936,0.0,0.0,0.0,Articles
762,what is being charged with article 15 in the army,non-judicial punishment,Army,0.0,0.0110990246757864,0.0,0.2759721875190735,0.1043233051896095,0.0773481279611587,0.0,0.0,0.0,Army
763,who come first in the world hen or egg,egg,Jesus,0.0,0.0094493394717574,0.0,0.2807552218437195,0.3192533552646637,0.4088205695152282,0.0,0.0,0.0,Jesus
764,who come first in the world hen or egg,egg,Tsar Alexander III,0.0,0.0097493026405572,0.0,0.250296413898468,0.1471560895442962,0.1490049362182617,0.0,0.0,0.0,Tsar Alexander III
765,who come first in the world hen or egg,egg,Chicken or the egg,1.0,0.4256023168563843,0.5,0.6895766258239746,0.6517869830131531,0.6101047992706299,0.0,0.4,0.1351351351351351,Chicken or the egg
766,who come first in the world hen or egg,egg,hen,1.0,0.0227779671549797,0.0,0.3510394096374512,0.4320727586746216,0.5049933195114136,0.0,0.0,0.0,hen
767,actress who plays marjorie in game of thrones,Natalie Dormer,michelle fairley,0.0,0.0153290880843997,0.0,0.3017186522483825,0.2603429555892944,0.2481609284877777,0.0,0.0,0.0,michelle fairley
768,actress who plays marjorie in game of thrones,Natalie Dormer,Emilia Isabelle Euphemia Rose Clarke,0.0,0.0104483403265476,0.0,0.2578661441802978,0.146212637424469,0.1072250381112098,0.0,0.0,0.0,Emilia Isabelle Euphemia Rose Clarke
769,actress who plays marjorie in game of thrones,Natalie Dormer,Samantha Spiro,0.0,0.0150010026991367,0.0,0.3042060732841492,0.1481384038925171,0.1220995113253593,0.0,0.0,0.0,Samantha Spiro
770,actress who plays marjorie in game of thrones,Natalie Dormer,lena headey,0.0,0.017568090930581,0.0,0.3164485692977905,0.4089398086071014,0.4449710547924042,0.0,0.0,0.0,lena headey
771,actress who plays marjorie in game of thrones,Natalie Dormer,Essie Davis,0.0,0.0157577451318502,0.0,0.2365056872367859,0.3316321969032287,0.3387669622898102,0.0,0.0,0.0,Essie Davis
772,actress who plays marjorie in game of thrones,Natalie Dormer,Dormer,1.0,0.7617791891098022,0.6666666666666666,0.8253489136695862,0.6737955808639526,0.6451135277748108,0.0,0.6666666666666666,0.4545454545454545,Dormer
773,who rang the bell to start the revolt,Miguel Hidalgo y Costilla,John Brown Bell,0.0,0.0095932558178901,0.0,0.2517158687114716,0.0813317075371742,0.050086386501789,0.0,0.0,0.0,John Brown Bell
774,who rang the bell to start the revolt,Miguel Hidalgo y Costilla,Dutty Boukman,0.0,0.0095584159716963,0.0,0.1951907277107238,0.1435776054859161,0.1272430121898651,0.0,0.0,0.0,Dutty Boukman
775,who rang the bell to start the revolt,Miguel Hidalgo y Costilla,John Brown,0.0,0.0100110759958624,0.0,0.2602870166301727,0.088839091360569,0.0684979483485221,0.0,0.0,0.0,John Brown
776,who rang the bell to start the revolt,Miguel Hidalgo y Costilla,andrew mcnair,0.0,0.0096508925780653,0.0,0.2469914108514785,0.0830754339694976,0.0388106144964695,0.0,0.0,0.0,andrew mcnair
777,who rang the bell to start the revolt,Miguel Hidalgo y Costilla,Wat Tyler,0.0,0.0096086263656616,0.0,0.2229986637830734,0.012363669462502,-0.0160000566393136,0.0,0.0,0.0,Wat Tyler
778,who rang the bell to start the revolt,Miguel Hidalgo y Costilla,Ong Keo,0.0,0.0096859745681285,0.0,0.2309007793664932,0.1034099608659744,0.0863005965948104,0.0,0.0,0.0,Ong Keo
779,who played caroline on little house on the prairie,Karen Trust Grassle,Rachel Lindsay Rene Bush,0.0,0.0133579010143876,0.0,0.2869696915149689,0.2519733011722564,0.2773646712303161,0.0,0.0,0.0,Rachel Lindsay Rene Bush
780,who is the host for wheel of fortune,Pat Sajak,Jim Thornton,0.0,0.0113409822806715,0.0,0.2902151048183441,0.1780218034982681,0.2052568793296814,0.0,0.0,0.0,Jim Thornton
781,who is the host for wheel of fortune,Pat Sajak,Chuck Woolery,1.0,0.0112754367291927,0.0,0.2459767907857895,-0.0013586517889052,-0.0389548949897289,0.0,0.0,0.25,Chuck Woolery
782,who is the host for wheel of fortune,Pat Sajak,Vanna White,2.0,0.0099722929298877,0.0,0.2461249530315399,0.1094549223780632,0.074267566204071,0.0,0.0,0.0,Vanna White
783,when were tomatoes brought to spain how did they end up in italy,1540s,18,0.0,0.0372770652174949,0.0,0.3925844430923462,0.3003640472888946,0.325389951467514,0.0,0.0,0.0,18
784,when were tomatoes brought to spain how did they end up in italy,1540s,the 16th century,1.0,0.4436797499656677,0.0,0.4394851326942444,0.439727634191513,0.4625713229179382,0.0,0.0,0.0,the 16th century
785,when were tomatoes brought to spain how did they end up in italy,1540s,1548,1.0,0.3436124920845032,0.0,0.5136277079582214,0.5174671411514282,0.5137872099876404,0.0,0.0,0.0,1548
786,when were tomatoes brought to spain how did they end up in italy,1540s,31 October 1548,1.0,0.2857879400253296,0.0,0.4098027944564819,0.3549059927463531,0.3350555598735809,0.0,0.0,0.0,31 October 1548
787,when were tomatoes brought to spain how did they end up in italy,1540s,the 1520s,1.0,0.4568227231502533,0.0,0.4733390808105469,0.7567269802093506,0.7700682282447815,0.0,0.0,0.0,the 1520s
788,when were tomatoes brought to spain how did they end up in italy,1540s,1521,1.0,0.3028801679611206,0.0,0.4755389988422394,0.5013617277145386,0.5001112818717957,0.0,0.0,0.0,1521
789,who played ross on the patty duke show,Paul O'Keefe,Charles Herbert,0.0,0.0101329367607831,0.0,0.2771465480327606,0.0744988322257995,0.0461008958518505,0.0,0.0,0.0,Charles Herbert
790,who played ross on the patty duke show,Paul O'Keefe,Julie Deborah Kavner,0.0,0.0096117630600929,0.0,0.3179572820663452,0.1647481024265289,0.1227904111146926,0.0,0.0,0.0,Julie Deborah Kavner
791,is the stomach an organ organ system or tissue,organ,epithelial tissues,1.0,0.0552685000002384,0.0,0.2544818818569183,0.293955385684967,0.3133216500282288,0.0,0.0,0.0,epithelial tissues
792,is the stomach an organ organ system or tissue,organ,"a muscular, hollow organ",2.0,0.4718292653560638,0.5,0.6097425222396851,0.5462137460708618,0.5446261763572693,0.0,0.4,0.108695652173913,"a muscular, hollow organ"
793,who sang vande mataram at congress session in 1896 for the first time,Rabindranath Tagore,Lata Mangeshkar,0.0,0.0168329384177923,0.0,0.2646225392818451,0.2966904938220978,0.3122521340847015,0.0,0.0,0.0,Lata Mangeshkar
794,who sang vande mataram at congress session in 1896 for the first time,Rabindranath Tagore,Bankim Chandra Chattopadhyay,0.0,0.0098782563582062,0.0,0.2515871822834015,0.3195826113224029,0.3584505021572113,0.0,0.0,0.0,Bankim Chandra Chattopadhyay
795,who sang vande mataram at congress session in 1896 for the first time,Rabindranath Tagore,Nusrat Fateh Ali Khan,0.0,0.0097916312515735,0.0,0.2394816279411316,0.3118483424186706,0.3347233533859253,0.0,0.0,0.0,Nusrat Fateh Ali Khan
796,who sang vande mataram at congress session in 1896 for the first time,Rabindranath Tagore,dakhina charan sen,0.0,0.009841488674283,0.0,0.2297839224338531,0.1594789922237396,0.1265695989131927,0.0,0.0,0.0,dakhina charan sen
797,who sang vande mataram at congress session in 1896 for the first time,Rabindranath Tagore,Omkarnath Thakur,0.0,0.0204565543681383,0.0,0.2950938045978546,0.3939817249774933,0.3694391846656799,0.0,0.0,0.0,Omkarnath Thakur
798,where does attack on titan anime end in manga,"""Counterfeit""",shiganshina,0.0,0.0104506770148873,0.0,0.2930458486080169,0.0167744550853967,-0.0895806178450584,0.0,0.0,0.0,shiganshina
