,question,answer1,answer2,label,sas,f1,bertvanilla,berttrained,bi_encoder,bleu,rouge_L,meteor,answer_encoded_twice
3221,what is a national insurance number in the uk,"""personal account number""",The National Insurance number,2.0,0.0360742434859275,0.3333333333333333,0.5006170868873596,0.3653892278671264,0.3266995549201965,0.0,0.2857142857142857,0.1219512195121951,The National Insurance number
3230,the dominant trees of the mesozoic era are called,angiosperms,conifers,2.0,0.0126795722171664,0.0,0.2724322974681854,0.1826351135969162,0.192409873008728,0.0,0.0,0.0,conifers
3235,what happened to ned starks brother and father,executes,death,2.0,0.010393158532679,0.0,0.342087060213089,0.4225273430347442,0.4525170922279358,0.0,0.0,0.0,death
3238,what happened to ned starks brother and father,executes,died,2.0,0.00994089897722,0.0,0.3773798644542694,0.3531724512577057,0.3706272244453429,0.0,0.0,0.0,died
3398,how many districts are there in the tennessee house of representatives,9,99,2.0,0.0150656411424279,0.0,0.6097613573074341,0.3856420814990997,0.424800843000412,0.0,0.0,0.0,99
3434,what is the purpose of a chip in a debit card,control access to a resource,security,2.0,0.0095375729724764,0.0,0.35953488945961,0.2380600273609161,0.2404075860977173,0.0,0.0,0.0,security
3482,what movie is bring it on the musical based off of,Bring It On,2000 film of the same name,2.0,0.0097940629348158,0.0,0.3480432629585266,0.0857145264744758,0.0629906207323074,0.0,0.0,0.0,2000 film of the same name
3494,what is the name of lord hanuman son,Macchanu,makardhwaja,2.0,0.052735399454832,0.0,0.2269779741764069,0.336726427078247,0.3322207033634186,0.0,0.0,0.0,makardhwaja
3495,what is the name of lord hanuman son,Macchanu,Makaradhwaja,2.0,0.0122727956622838,0.0,0.2268431633710861,0.4081100821495056,0.4260076880455017,0.0,0.0,0.0,Makaradhwaja
3633,who claimed the mississippi river valley for france,Robert de La Salle,Ren\u00e9-Robert Cavelier,2.0,0.0806230530142784,0.0,0.3190198838710785,0.3150968849658966,0.288481742143631,0.0,0.25,0.0,René-Robert Cavelier
3634,who claimed the mississippi river valley for france,Robert de La Salle,rene - robert cavelier,2.0,0.1715862452983856,0.2857142857142857,0.4242224991321564,0.3037735521793365,0.3003207445144653,0.0,0.2857142857142857,0.125,rene - robert cavelier
