,answer1,answer2,label,sas,f1,bertvanilla,berttrained,bi_encoder,bleu,rouge_L,meteor
954,"September 28, 2018","September 29, 2017",0.0,0.2493718564510345,0.3333333333333333,0.9094710946083068,0.6411833763122559,0.625393807888031,0.0,0.3333333333333333,0.25
955,52.7 million people,1106,0.0,0.0102513106539845,0.0,0.3268987834453583,0.1648413091897964,0.1447090804576873,0.0,0.0,0.0
956,52.7 million people,52.7 million,1.0,0.9469071626663208,0.8,0.9083828330039978,0.9767858386039734,0.9853052496910096,0.0,0.8571428571428571,0.8928571428571429
957,52.7 million people,52. 7 million,1.0,0.9449822902679444,0.3333333333333333,0.908382773399353,0.9271411299705504,0.9413051605224608,0.0,0.8571428571428571,0.12820512820512822
958,1983,1984,0.0,0.2985979616641998,0.0,0.8922559022903442,0.6248798370361328,0.6653112769126892,0.0,0.0,0.0
959,"September 20, 2010","september 29, 2017",0.0,0.1323717087507248,0.3333333333333333,0.8286357522010803,0.1803205162286758,0.0952566266059875,0.0,0.3333333333333333,0.25
960,"September 20, 2010","September 23, 2016",0.0,0.1405360251665115,0.3333333333333333,0.8672311902046204,0.1604388803243637,0.0962381288409233,0.0,0.3333333333333333,0.25
961,Kyrsten Sinema,jon kyl,0.0,0.0095254806801676,0.0,0.4258373975753784,0.3025627136230469,0.2603085935115814,0.0,0.0,0.0
962,Kyrsten Sinema,Jon Llewellyn Kyl,0.0,0.0095874397084116,0.0,0.3500779271125793,0.2637642025947571,0.2430378198623657,0.0,0.0,0.0
963,Kyrsten Sinema,Beto O'Rourke,0.0,0.009703348390758,0.0,0.216062530875206,0.1756440252065658,0.1419158577919006,0.0,0.0,0.0
964,Kyrsten Sinema,Dianne Feinstein,0.0,0.0097642159089446,0.0,0.2249189168214798,0.2327697873115539,0.2417622655630112,0.0,0.0,0.0
965,Kyrsten Sinema,Kyrsten Lea Sinema,1.0,0.8410013914108276,0.8,0.8997588157653809,0.8448269367218018,0.8271180391311646,0.0,0.8,0.3448275862068965
966,central nervous system,reward pathway,0.0,0.019182538613677,0.0,0.3272208869457245,0.1703345775604248,0.190494030714035,0.0,0.0,0.0
967,central nervous system,hypothalamus,0.0,0.2662688493728637,0.0,0.2120533883571624,0.3523334562778473,0.3684841990470886,0.0,0.0,0.0
968,central nervous system,throughout the brain,2.0,0.4703723788261414,0.0,0.3702886700630188,0.3544997870922088,0.3712296187877655,0.0,0.0,0.0
969,central nervous system,vertebrate central nervous system,2.0,0.6375539898872375,0.8571428571428571,0.7405762672424316,0.8448341488838196,0.8271850347518921,0.0,0.8571428571428571,0.754985754985755
970,Old John Feather Merchant,1945,2.0,0.0095728710293769,0.0,0.2777179777622223,0.1121863797307014,0.0987344235181808,0.0,0.0,0.0
971,Old John Feather Merchant,"July 28, 1945",2.0,0.0094929337501525,0.0,0.2432850301265717,0.0843922272324562,0.0600437223911285,0.0,0.0,0.0
972,Gondar,addis ababa,0.0,0.0101087121292948,0.0,0.2552469074726105,0.1859304755926132,0.205984741449356,0.0,0.0,0.0
973,Gondar,Dire Dawa,0.0,0.0093814516440033,0.0,0.2507639229297638,0.3133785128593445,0.3758411407470703,0.0,0.0,0.0
974,Gondar,Tripoli,0.0,0.0103705152869224,0.0,0.2713232636451721,0.0728388354182243,0.0880129337310791,0.0,0.0,0.0
975,"Ashland, Virginia",Covent Garden,0.0,0.0093914056196808,0.0,0.2851949036121368,0.1463999301195144,0.1395911276340484,0.0,0.0,0.0
976,"Ashland, Virginia","covent garden fruit, vegetable and flower market",0.0,0.0093961358070373,0.0,0.3381417989730835,0.0515094622969627,0.0063487701117992,0.0,0.0,0.06666666666666667
977,"Ashland, Virginia",Los Angeles,0.0,0.0096393544226884,0.0,0.2922279834747314,0.1579140573740005,0.1369517892599105,0.0,0.0,0.0
978,"Ashland, Virginia",Toronto,0.0,0.0096154166385531,0.0,0.334326833486557,0.1605727821588516,0.1482817083597183,0.0,0.0,0.0
979,"Ashland, Virginia","Toronto, Ontario Canada",0.0,0.0094710923731327,0.0,0.4861962795257568,0.1528586596250534,0.1203420087695121,0.0,0.0,0.12820512820512822
980,"Ashland, Virginia","greenwood falls, virginia",0.0,0.2675685286521912,0.4,0.682686984539032,0.3484624922275543,0.3419331908226013,0.0,0.4,0.48076923076923084
981,"Ashland, Virginia",British Columbia,0.0,0.0097194211557507,0.0,0.3147863447666168,0.2395477294921875,0.225492924451828,0.0,0.0,0.0
982,"Ashland, Virginia",Britain,0.0,0.0099603990092873,0.0,0.3494046032428741,0.2692040205001831,0.2758173644542694,0.0,0.0,0.0
983,"Ashland, Virginia",united states,1.0,0.0102000767365098,0.0,0.2956851720809936,0.2120319306850433,0.2172974050045013,0.0,0.0,0.0
984,Boston Red Sox,new england patriots,0.0,0.0104303993284702,0.0,0.3703384399414063,0.2276675999164581,0.2202648818492889,0.0,0.0,0.0
985,Boston Red Sox,Los Angeles Dodgers,0.0,0.0096380300819873,0.0,0.4171075820922852,0.3282121419906616,0.3351345062255859,0.0,0.0,0.0
986,Boston Red Sox,Houston Astros,1.0,0.0094244321808218,0.0,0.4236389696598053,0.3747702240943908,0.4089329242706299,0.0,0.0,0.0
987,25 December,5 January,0.0,0.021568726748228,0.0,0.7541710138320923,0.2671168446540832,0.280883252620697,0.0,0.0,0.0
988,25 December,christmas day,0.0,0.2055045515298843,0.0,0.3629774451255798,0.4563327729701996,0.4739083647727966,0.0,0.0,0.0
989,Season 30,1989,0.0,0.0111488122493028,0.0,0.3082647323608398,0.2336209267377853,0.2860508263111114,0.0,0.0,0.0
990,Season 30,FOX,0.0,0.0110698621720075,0.0,0.2916967570781708,0.166970893740654,0.2016518414020538,0.0,0.0,0.0
991,Season 30,twenty-ninth season,1.0,0.4800995290279389,0.5,0.5340964794158936,0.4231629967689514,0.3923448920249939,0.0,0.4,0.25
992,Season 30,The twenty - ninth season,1.0,0.4535329043865204,0.4,0.5458218455314636,0.4222709536552429,0.3857579231262207,0.0,0.3333333333333333,0.10638297872340426
993,Season 30,season 29,1.0,0.4964506030082703,0.5,0.9135133028030396,0.748718798160553,0.7287659645080566,0.0,0.5,0.25
994,Season 30,29,1.0,0.2454401701688766,0.0,0.584392249584198,0.492589920759201,0.4885653257369995,0.0,0.0,0.0
995,Season 30,twenty - eighth season,1.0,0.4321971535682678,0.4,0.5299995541572571,0.3966325521469116,0.361758291721344,0.0,0.4,0.13157894736842105
996,the Fifth Amendment,bill of rights,0.0,0.1470257341861724,0.0,0.3777746260166168,0.2946726381778717,0.300792247056961,0.0,0.0,0.0
997,"""The Two Students""",372,0.0,0.0095451837405562,0.0,0.3693178594112396,0.0513142421841621,0.02159333974123,0.0,0.0,0.0
998,"""The Two Students""",478,0.0,0.0094114644452929,0.0,0.3538417816162109,0.042587261646986,0.0054829400032758,0.0,0.0,0.0
999,"""The Two Students""",175,0.0,0.0097026927396655,0.0,0.422791063785553,0.1572888940572738,0.1398104727268219,0.0,0.0,0.0
1000,"""The Two Students""",413,0.0,0.0095114633440971,0.0,0.3582326769828796,0.1140890270471572,0.0835541635751724,0.0,0.0,0.0
1001,"""The Two Students""",ultimate ninja storm 2,0.0,0.0108914319425821,0.0,0.366559088230133,0.0780043378472328,-0.0113862892612814,0.0,0.0,0.12195121951219512
1002,"""The Two Students""",8,0.0,0.0102741429582238,0.0,0.3953365385532379,0.0456537380814552,0.024374458938837,0.0,0.0,0.0
1003,"""The Two Students""",377,0.0,0.0095061780884861,0.0,0.3617118299007416,0.061486542224884,0.0383864715695381,0.0,0.0,0.0
1004,asymmetrical federalism,a constitutional monarchy,0.0,0.0099094873294234,0.0,0.3363061845302582,0.330470860004425,0.3304595947265625,0.0,0.0,0.0
1005,asymmetrical federalism,Konstitutsiya Rossiyskoy Federatsii,0.0,0.0655456110835075,0.0,0.2252812087535858,0.2929006218910217,0.2631156742572784,0.0,0.0,0.0
1006,asymmetrical federalism,a multi-party representative democracy,0.0,0.0194750819355249,0.0,0.2915684282779693,0.1860080063343048,0.1846871674060821,0.0,0.0,0.0
1007,asymmetrical federalism,a multi - party representative democracy,1.0,0.0338784158229827,0.0,0.2915684282779693,0.1739890128374099,0.1688120812177658,0.0,0.0,0.0
1008,asymmetrical federalism,federal semi-presidential republic,2.0,0.4524633884429932,0.0,0.3791030645370483,0.4440204203128814,0.425795704126358,0.0,0.0,0.17241379310344826
1009,"September 1, 1945",age 11,0.0,0.0096139274537563,0.0,0.3337241411209106,0.3046022951602936,0.331771045923233,0.0,0.0,0.0
1010,"September 1, 1945",1939,0.0,0.0229209065437316,0.0,0.4643825590610504,0.3340847492218017,0.3586089909076691,0.0,0.0,0.0
1011,"September 1, 1945","February 25, 2009",0.0,0.0119110150262713,0.0,0.6703333854675293,0.2631293833255768,0.26903435587883,0.0,0.0,0.125
1012,"September 1, 1945",1945,2.0,0.6188604235649109,0.5,0.6277331709861755,0.6766068339347839,0.6781456470489502,0.0,0.5,0.3846153846153847
1013,Sindhu (Indus River),ganges,0.0,0.0094773294404149,0.0,0.2846880853176117,0.2566450834274292,0.2820092141628265,0.0,0.0,0.0
1014,Sindhu (Indus River),the indus river,2.0,0.6580833196640015,0.8,0.6726734042167664,0.7644203901290894,0.7685536742210388,0.0,0.6666666666666666,0.5859375
1015,Sindhu (Indus River),Sindhu,2.0,0.6844471096992493,0.5,0.7246968150138855,0.8079580068588257,0.8096866011619568,0.0,0.5,0.35714285714285715
1016,70-85 million people,50 to 55 million,0.0,0.3552224636077881,0.2857142857142857,0.6876338720321655,0.3324261307716369,0.3066028654575348,0.0,0.25,0.12820512820512822
1017,70-85 million people,"approximately 27,000,000",0.0,0.353199690580368,0.0,0.5590565800666809,0.157125785946846,0.1367779672145843,0.0,0.0,0.0
1018,70-85 million people,419400,0.0,0.0100796334445476,0.0,0.3833219707012177,-0.0801393836736679,-0.0113355237990617,0.0,0.0,0.0
1019,70-85 million people,131028000,0.0,0.0107243359088897,0.0,0.3780008554458618,0.1447504758834839,0.1291766613721847,0.0,0.0,0.0
1020,70-85 million people,50 to 85 million,1.0,0.5301611423492432,0.2857142857142857,0.7487137317657471,0.676247775554657,0.6775080561637878,0.0,0.5,0.12820512820512822
1021,70-85 million people,70-85 million,2.0,0.9477644562721252,0.8,0.9118503332138062,0.9707125425338744,0.9804403781890868,0.0,0.8571428571428571,0.8928571428571429
1022,70-85 million people,70 - 85 million people,2.0,0.9615023732185364,0.5714285714285715,0.9999998807907104,0.9181693196296692,0.928098440170288,0.0,1.0,0.39062499999999994
1023,34.16%,33.4%,1.0,0.3366144299507141,0.0,0.8759431838989258,0.7084702253341675,0.7375437617301941,0.0,0.0,0.25
1024,34.16%,33.04 %,1.0,0.3268278241157532,0.0,0.848876953125,0.6554124355316162,0.6779983043670654,0.0,0.0,0.25
1025,34.16%,33. 4 %,1.0,0.3547046184539795,0.0,0.8759431838989258,0.7108364105224609,0.7441350221633911,0.0,0.0,0.13157894736842105
1026,34.16%,31.96%,1.0,0.3209402561187744,0.0,0.8438816666603088,0.5367336869239807,0.5611324906349182,0.0,0.0,0.25
1027,Vidhan Sabha  Metro Station,kashmeri gate,0.0,0.0094862328842282,0.0,0.2312210351228714,0.2840303480625152,0.2942044138908386,0.0,0.0,0.0
1028,Vidhan Sabha  Metro Station,Kashmeri Gate station,0.0,0.0531399250030517,0.2857142857142857,0.367658793926239,0.3366269171237945,0.3363299965858459,0.0,0.28571428571428575,0.16129032258064518
1029,Vidhan Sabha  Metro Station,delhi railway station of delhi,0.0,0.0655259862542152,0.2222222222222222,0.4601974487304688,0.4361055493354797,0.4508849382400513,0.0,0.22222222222222224,0.10204081632653061
1030,Eden Hazard,raheem sterling,0.0,0.0095815919339656,0.0,0.2378929108381271,0.2652424275875091,0.2692498862743377,0.0,0.0,0.0
1031,Eden Hazard,Harry Kane,0.0,0.0094069084152579,0.0,0.2918325364589691,0.3301146328449249,0.3557899296283722,0.0,0.0,0.0
1032,Eden Hazard,Mohamed Salah,0.0,0.0093701677396893,0.0,0.206591710448265,0.2170289903879165,0.1953515410423278,0.0,0.0,0.0
1033,Eden Hazard,Lionel Messi,0.0,0.0096390126273036,0.0,0.2606675624847412,0.1671335250139236,0.1762437522411346,0.0,0.0,0.0
1034,Eden Hazard,Matt Doherty,0.0,0.0095748519524931,0.0,0.2607397735118866,0.2073408365249633,0.237949788570404,0.0,0.0,0.0
1035,"January 8, 2019","march 18, 2018",0.0,0.1012468710541725,0.0,0.7544491291046143,0.3536340892314911,0.3494275212287903,0.0,0.0,0.125
1036,"January 8, 2019","October 23, 2018",0.0,0.0723414942622184,0.0,0.7393947839736938,0.3377393186092376,0.3324595391750336,0.0,0.0,0.125
1037,"January 8, 2019","October 16, 2018",0.0,0.0706917494535446,0.0,0.762679398059845,0.3361710906028747,0.3236172795295715,0.0,0.0,0.125
1038,"January 8, 2019","June 20, 2018",0.0,0.0937275439500808,0.0,0.7578944563865662,0.2513411939144134,0.2294203341007233,0.0,0.0,0.125
1039,"January 8, 2019","March 2, 2018",0.0,0.1042080074548721,0.0,0.7631626129150391,0.2597065567970276,0.2194975763559341,0.0,0.0,0.125
1040,51,54,0.0,0.1303286999464035,0.0,0.8157709836959839,0.5627381205558777,0.6081386804580688,0.0,0.0,0.0
1041,51,100,0.0,0.1339941173791885,0.0,0.587734580039978,0.2722246050834656,0.2874229252338409,0.0,0.0,0.0
1042,51,53,1.0,0.2970201969146728,0.0,0.8273287415504456,0.6759840250015259,0.7042301297187805,0.0,0.0,0.0
1043,a jackal,Lee Remick,0.0,0.0094565376639366,0.0,0.2973804771900177,0.0894273146986961,0.0861139222979545,0.0,0.0,0.0
1044,a jackal,Harvey Spencer Stephens,0.0,0.0093625700101256,0.0,0.2868338227272033,0.116068035364151,0.0844479650259018,0.0,0.0,0.0
1045,a jackal,katherine,1.0,0.0094085838645696,0.0,0.3143765330314636,0.0649984776973724,0.0629318356513977,0.0,0.0,0.0
1046,a jackal,robert thorn,1.0,0.009454826824367,0.0,0.3097866475582123,0.2061034590005874,0.2066812813282013,0.0,0.0,0.0
1047,Kareem Abdul-Jabbar,Michael Jordan,0.0,0.0098902406170964,0.0,0.2206305265426636,0.2322275787591934,0.2355342358350753,0.0,0.0,0.0
1048,Kareem Abdul-Jabbar,kareem abdul - jabbar,2.0,0.9630739092826844,0.4,1.0,0.6971328854560852,0.7333476543426514,0.0,1.0,0.13157894736842105
1049,The Fury in the Jury,during the second series,0.0,0.009299274533987,0.0,0.4878930151462555,0.0568662956357002,-0.0016770279034972,0.0,0.22222222222222224,0.12195121951219512
1050,The Fury in the Jury,The Net '',0.0,0.0095246126875281,0.0,0.5129218101501465,0.1480063498020172,0.1270817518234253,0.0,0.28571428571428575,0.15625
1051,The Fury in the Jury,The Tyrant,0.0,0.0274139381945133,0.0,0.5794668793678284,0.3161387741565704,0.3025815486907959,0.0,0.28571428571428575,0.21739130434782608
1052,The Fury in the Jury,season six,0.0,0.0094680497422814,0.0,0.3681408166885376,0.147949069738388,0.1493943929672241,0.0,0.0,0.0
1053,The Fury in the Jury,"\""The Last One\""",0.0,0.0149861657992005,0.0,0.4289259314537048,0.1305297464132309,0.1146923005580902,0.0,0.25,0.0847457627118644
1054,The Fury in the Jury,season 8,0.0,0.009452911093831,0.0,0.3646093308925629,0.1442514359951019,0.1395981758832931,0.0,0.0,0.0
1055,The Fury in the Jury,season 3,0.0,0.0094420230016112,0.0,0.3766745328903198,0.1193488612771034,0.119046427309513,0.0,0.0,0.0
1056,The Fury in the Jury,Chapter Eleven,0.0,0.0094892401248216,0.0,0.3292675614356994,0.182996392250061,0.1492044478654861,0.0,0.0,0.0
1057,The Fury in the Jury,"\""The Last Walt\""",0.0,0.0100716706365346,0.0,0.4244910776615143,0.1668778508901596,0.1479092836380005,0.0,0.25,0.0847457627118644
1058,the British,Mexico,1.0,0.0100143598392605,0.0,0.4117688536643982,0.2205553352832794,0.2395409941673279,0.0,0.0,0.0
1059,the British,incursion by russian fur traders,1.0,0.0092472126707434,0.0,0.3597902357578277,0.0643148273229599,0.0052184052765369,0.0,0.0,0.0
1060,the British,Great Britain,2.0,0.5725963711738586,0.0,0.4934781193733215,0.7677165865898132,0.7978231906890869,0.0,0.0,0.0
1061,Old English,German,0.0,0.0121021764352917,0.0,0.4244066476821899,0.2910387217998504,0.3242755532264709,0.0,0.0,0.0
1062,Old English,French,0.0,0.020096868276596,0.0,0.4631088674068451,0.3618474006652832,0.4183339476585388,0.0,0.0,0.0
1063,Old English,English and Scottish origin,1.0,0.3646358847618103,0.3333333333333333,0.5550920367240906,0.4097949862480163,0.3987973034381866,0.0,0.3333333333333333,0.13157894736842105
1064,Old English,english,2.0,0.5862497091293335,0.6666666666666666,0.7198199033737183,0.7568227052688599,0.7503693699836731,0.0,0.6666666666666666,0.45454545454545453
1065,Old English,Old English origin,2.0,0.9279181957244872,0.8,0.8298876285552979,0.8093531727790833,0.7974829673767091,0.0,0.8,0.6465517241379309
1066,Shankar Dayal Sharma,sarvepalli radhakrishnan,0.0,0.0100379437208175,0.0,0.2910585701465607,0.4788709282875061,0.5155228972434998,0.0,0.0,0.0
1067,Shankar Dayal Sharma,Mohammad Hamid Ansari,0.0,0.0101182591170072,0.0,0.3067862093448639,0.2298811823129654,0.2406325936317444,0.0,0.0,0.0
1068,Shankar Dayal Sharma,Muppavarapu Venkaiah Naidu,0.0,0.0095651801675558,0.0,0.2410799711942673,0.2932339608669281,0.3213838338851929,0.0,0.0,0.0
1069,Shankar Dayal Sharma,Venkaiah Naidu,0.0,0.0096397688612341,0.0,0.244543731212616,0.2322744131088256,0.2352783679962158,0.0,0.0,0.0
1070,Shankar Dayal Sharma,Pawan Kumar Chamling,0.0,0.0100707206875085,0.0,0.3468095362186432,0.3510761857032776,0.3684808015823364,0.0,0.0,0.0
1071,Snoopy,Santa's Little Helper,0.0,0.0094212666153907,0.0,0.3195821046829224,0.2184487432241439,0.1911204308271408,0.0,0.0,0.0
1072,Snoopy,Woodstock,0.0,0.009347902610898,0.0,0.3628902137279511,0.1629972606897354,0.1828239858150482,0.0,0.0,0.0
1073,the G.I. Generation,Homeland Generation,0.0,0.2062892764806747,0.5,0.505337655544281,0.4373182952404022,0.4361544847488403,0.0,0.3333333333333333,0.22727272727272727
1074,the G.I. Generation,Tom Brokaw,0.0,0.0090884333476424,0.0,0.2633669674396515,-0.0004059635684825,-0.065931387245655,0.0,0.0,0.0
1075,the G.I. Generation,the g. i. generation,2.0,0.9652765989303588,0.4,0.9999998807907104,0.928123414516449,0.9351570606231692,0.0,1.0,0.25
1076,3,2,0.0,0.2349429577589035,0.0,0.8588821291923523,0.4722289144992828,0.5018622279167175,0.0,0.0,0.0
1077,3,five,0.0,0.1638898700475692,0.0,0.5857216119766235,0.2138121873140335,0.2364064007997513,0.0,0.0,0.0
1078,3,1,0.0,0.1114775836467742,0.0,0.8114217519760132,0.4302287697792053,0.4576076567173004,0.0,0.0,0.0
1079,3,four,0.0,0.2308968901634217,0.0,0.6081118583679199,0.3424340188503265,0.3906918168067932,0.0,0.0,0.0
1080,3,three,2.0,0.947051167488098,0.0,0.7167143821716309,0.9219055771827698,0.9368533492088318,0.0,0.0,0.5
1081,"July 15, 2016","October 27, 2017",0.0,0.0812284499406814,0.0,0.8317596912384033,0.1771014928817749,0.117386020720005,0.0,0.0,0.125
1082,"July 15, 2016",July 2016,2.0,0.6662166118621826,0.8,0.7925854325294495,0.502841591835022,0.4156040549278259,0.0,0.8,0.45454545454545453
1083,Garfield Sobers,yuvraj singh,0.0,0.0094430716708302,0.0,0.2417846322059632,0.2033088207244873,0.1919061541557312,0.0,0.0,0.0
1084,Garfield Sobers,chris gayle,0.0,0.0098312208428978,0.0,0.2847864925861358,0.0981713160872459,0.0656333565711975,0.0,0.0,0.0
1085,Garfield Sobers,Ravi Shastri,0.0,0.0094585660845041,0.0,0.2460616528987884,0.2178013771772384,0.227455198764801,0.0,0.0,0.0
1086,"March 25, 2018",Piccolo Jr. Saga,0.0,0.0090527310967445,0.0,0.2624657154083252,0.0801193341612815,0.0508357249200344,0.0,0.0,0.0
1087,"March 25, 2018",131,1.0,0.0110123343765735,0.0,0.357024610042572,0.089103877544403,0.076423168182373,0.0,0.0,0.0
1088,"March 25, 2018",Universe Survival Saga,1.0,0.0094392588362097,0.0,0.2605161964893341,0.017887644469738,-0.0190844628959894,0.0,0.0,0.0
1089,United States,russia,0.0,0.0099282693117856,0.0,0.3257900774478912,0.3889563381671905,0.4415821731090545,0.0,0.0,0.0
1090,United States,Venezuela,0.0,0.0094960676506161,0.0,0.2812687754631042,0.3107194006443023,0.3551416397094726,0.0,0.0,0.0
1091,the father of the radio,bernie taupin,0.0,0.0096926596015691,0.0,0.2985088229179382,0.1937382668256759,0.1768667101860046,0.0,0.0,0.0
1092,the father of the radio,a music industry executive,0.0,0.0088935997337102,0.0,0.4015113115310669,0.2382171154022216,0.2310545444488525,0.0,0.0,0.0
1093,the father of the radio,Les Garland,0.0,0.0093734646216034,0.0,0.3239802718162537,0.0200920198112726,-0.0249436125159263,0.0,0.0,0.0
1094,the father of the radio,bologna,0.0,0.0091749569401144,0.0,0.3916381299495697,0.0592011064291,0.0281627513468265,0.0,0.0,0.0
1095,the father of the radio,Starship,0.0,0.0091995112597942,0.0,0.3091892898082733,0.0645412653684616,0.0194844175130128,0.0,0.0,0.0
1096,the father of the radio,Italian inventor Guglielmo Marconi,2.0,0.1936266273260116,0.0,0.2759925127029419,0.1893790662288665,0.1645182967185974,0.0,0.0,0.0
1097,Dylan Kingwell,beau garrett,0.0,0.0095279151573777,0.0,0.274601012468338,0.1273163408041,0.1011442169547081,0.0,0.0,0.0
1098,Dylan Kingwell,Will Yun Lee,0.0,0.0095935547724366,0.0,0.2400677353143692,0.17320317029953,0.1879558861255645,0.0,0.0,0.0
1099,Dylan Kingwell,Freddie Highmore,0.0,0.0097863711416721,0.0,0.2638607025146484,0.2212311029434204,0.2412510216236114,0.0,0.0,0.0
1100,Dylan Kingwell,hill harper,0.0,0.0097609236836433,0.0,0.2880042195320129,0.2198468148708343,0.2273197770118713,0.0,0.0,0.0
1101,"""Highway of Tears""","Oh Captain, My Captain",0.0,0.0096600111573934,0.0,0.3400283753871918,0.050270777195692,-0.0170246697962284,0.0,0.0,0.0
1102,"""Highway of Tears""",Blood Magic,0.0,0.0098959058523178,0.0,0.2968867421150207,0.1989935487508773,0.1785298883914947,0.0,0.0,0.0
1103,"""Highway of Tears""",the end,0.0,0.0097527699545025,0.0,0.4031357765197754,0.1605660617351532,0.1554218977689743,0.0,0.0,0.0
1104,American Express Company,MBNA America,0.0,0.0103106452152133,0.0,0.3491646945476532,0.211127296090126,0.174096018075943,0.0,0.0,0.0
1105,American Express Company,citibank,0.0,0.0099320374429225,0.0,0.2352775484323501,0.1245986223220825,0.1265482157468795,0.0,0.0,0.0
1106,American Express Company,Houghton Mifflin,0.0,0.0092593608424067,0.0,0.2215753942728042,0.0803477764129638,0.0490362644195556,0.0,0.0,0.0
1107,American Express Company,Bank of England,0.0,0.0095433127135038,0.0,0.3210711181163788,0.1975456178188324,0.2042097747325896,0.0,0.0,0.0
1108,American Express Company,US Bancorp,0.0,0.0104464218020439,0.0,0.2917420864105225,0.3247518539428711,0.322254091501236,0.0,0.0,0.0
1109,American Express Company,bank of america,1.0,0.1120367497205734,0.0,0.4252777099609375,0.3489493131637573,0.3449811041355133,0.0,0.0,0.0
1110,American Express Company,American Express Co.,2.0,0.9650089740753174,0.6666666666666666,0.766704261302948,0.9176471829414368,0.9439351558685304,0.0,0.6666666666666666,0.48076923076923084
1111,the 104th Congress,Mexico,0.0,0.0095216715708374,0.0,0.3341709971427917,0.1571520566940307,0.1805161982774734,0.0,0.0,0.0
1112,the 104th Congress,France,0.0,0.009330578148365,0.0,0.329755038022995,0.1778153032064438,0.1895264089107513,0.0,0.0,0.0
1113,the 104th Congress,united states house of representatives,2.0,0.3470963537693024,0.0,0.3439815044403076,0.3168001770973205,0.3185489773750305,0.0,0.0,0.0
1114,the 104th Congress,Congress,2.0,0.6038442254066467,0.6666666666666666,0.6146456599235535,0.6100946664810181,0.5604461431503296,0.0,0.5,0.4166666666666667
1115,the 104th Congress,the 1994 Congressional election campaign,2.0,0.1213356629014015,0.0,0.465278685092926,0.3631186783313751,0.3272588253021239,0.0,0.25,0.10416666666666666
1116,Ulama,football,0.0,0.0094283716753125,0.0,0.2538584768772125,0.2506105005741119,0.3215137124061584,0.0,0.0,0.0
1117,Ulama,polo,0.0,0.0093981688842177,0.0,0.2319709807634353,0.327001690864563,0.382848858833313,0.0,0.0,0.0
1118,Ulama,hurling,0.0,0.0092837708070874,0.0,0.235410138964653,0.164765179157257,0.1926712840795517,0.0,0.0,0.0
1119,Ulama,mancala,0.0,0.0144967660307884,0.0,0.2275610119104385,0.4060232043266296,0.4460787177085877,0.0,0.0,0.0
1120,Ulama,Cricket,0.0,0.009698212146759,0.0,0.2409647554159164,0.1755889058113098,0.1973796933889389,0.0,0.0,0.0
1121,1997,1976,0.0,0.0105600208044052,0.0,0.6582081913948059,0.2258142828941345,0.2785832881927489,0.0,0.0,0.0
1122,1997,2018,0.0,0.0152615578845143,0.0,0.5553553700447083,0.2278112322092056,0.285633772611618,0.0,0.0,0.0
1123,nucleus,cytosol,0.0,0.0092714512720704,0.0,0.2608320116996765,0.4443214237689972,0.5177379846572876,0.0,0.0,0.0
1124,nucleus,within the nucleus,1.0,0.848120391368866,0.6666666666666666,0.7458997368812561,0.778390109539032,0.7788328528404236,0.0,0.5,0.17857142857142855
1125,Zagreb,Moscow,0.0,0.0108011690899729,0.0,0.4908890426158905,0.3338849246501922,0.3543708920478821,0.0,0.0,0.0
1126,3,fifty - six foot,0.0,0.0095033543184399,0.0,0.2966341078281402,-0.003837333060801,-0.0439650863409042,0.0,0.0,0.0
1127,3,50 ft,0.0,0.0097302123904228,0.0,0.391961008310318,0.0320685021579265,0.0280837789177894,0.0,0.0,0.0
1128,3,fifty-six,0.0,0.0114182094112038,0.0,0.3619095385074616,0.0050485669635236,-0.0077845063060522,0.0,0.0,0.0
1129,3,two,0.0,0.2151073813438415,0.0,0.6146450042724609,0.2855912744998932,0.3046824336051941,0.0,0.0,0.0
1130,3,10,0.0,0.0779249817132949,0.0,0.7385544776916504,0.1534752547740936,0.1659809798002243,0.0,0.0,0.0
1131,3,seven,0.0,0.1125946417450904,0.0,0.5727648735046387,0.1448642164468765,0.1686728447675705,0.0,0.0,0.0
1132,3,50 feet,0.0,0.0093289380893111,0.0,0.3883090913295746,0.0576899237930774,0.0685176625847816,0.0,0.0,0.0
1133,3,three,2.0,0.947051167488098,0.0,0.7167143821716309,0.9219055771827698,0.9368533492088318,0.0,0.0,0.5
1134,While in the Dark Castle,firebird,0.0,0.0092766769230365,0.0,0.2808823585510254,0.0643171146512031,0.0285844262689352,0.0,0.0,0.0
1135,While in the Dark Castle,season 2,0.0,0.0093984259292483,0.0,0.3405078649520874,0.1371031552553177,0.1155633479356765,0.0,0.0,0.0
1136,While in the Dark Castle,the fourth season,1.0,0.0092820515856146,0.0,0.4208765327930449,0.0546112135052681,0.0131717370823025,0.0,0.25,0.15625
1137,Mexico,Alta California,1.0,0.0097247147932648,0.0,0.4027542173862457,0.2219164818525314,0.2583878636360168,0.0,0.0,0.0
1138,Byju Raveendran,john b. watson,0.0,0.0130217038094997,0.0,0.2418495714664459,0.1736207157373428,0.1409437954425811,0.0,0.0,0.0
1139,Byju Raveendran,Warren Robinett,0.0,0.0098603488877415,0.0,0.2546446025371551,0.2525161504745483,0.2591388821601868,0.0,0.0,0.0
1140,"March 10, 1981",1974,0.0,0.0141866030171513,0.0,0.4941114187240601,0.2048229873180389,0.2090732157230376,0.0,0.0,0.0
