,answer1,answer2,label,sas,f1,berttrained,bertvanilla,bi_encoder,bleu,rouge_L,meteor,0_bert_score_prime,1_bert_score_prime,2_bert_score_prime,3_bert_score_prime,4_bert_score_prime,5_bert_score_prime,6_bert_score_prime,7_bert_score_prime,8_bert_score_prime,9_bert_score_prime,10_bert_score_prime,11_bert_score_prime,0_bert_score,1_bert_score,2_bert_score,3_bert_score,4_bert_score,5_bert_score,6_bert_score,7_bert_score,8_bert_score,9_bert_score,10_bert_score,11_bert_score,12_bert_score_prime,12_bert_score
142,first oil shock,shock,1.0,0.5019416809082031,0.5,0.4891481101512909,0.5899425745010376,0.4405044913291931,0.0,0.5,0.4166666666666667,0.5691502,0.5903558,0.5984156,0.5790108,0.53161436,0.5382876,0.56800216,0.5838128,0.58749837,0.5945271,0.5796026,0.6136787,0.5727166,0.56575996,0.5899425,0.59012973,0.5783217,0.5499743,0.54309684,0.4917403,0.5014088,0.501417,0.49757296,0.5755569,0.48914817,0.46608648
143,members of the Organization of Arab Petroleum Exporting Countries,OAPEC,2.0,0.5841178894042969,0.0,0.3605496287345886,0.2800967991352081,0.3687123656272888,0.0,0.0,0.0,0.091112345,0.13162196,0.17054734,0.18839172,0.17090961,0.16347267,0.20922178,0.25429773,0.29666033,0.304144,0.30600095,0.37627605,0.15052398,0.19567944,0.2800968,0.27715808,0.29114237,0.3247944,0.3319976,0.32067087,0.3485984,0.34590203,0.36001644,0.4362341,0.36054966,0.32709068
144,They arranged for Israel to pull back from the Sinai Peninsula and the Golan Heights.,multilateral,0.0,0.0102157443761825,0.0,0.1036408022046089,0.2774744927883148,0.0731101557612419,0.0,0.0,0.0,0.05884929,0.10039124,0.13718659,0.14230187,0.14493103,0.14034288,0.14460912,0.18001963,0.16308549,0.17077196,0.17621414,0.21538201,0.14239165,0.1920545,0.27747446,0.30423498,0.3282083,0.35068116,0.35743985,0.35156763,0.37186703,0.35269848,0.3756216,0.41243032,0.103640735,0.3104951
145,After 1971,1973–1974,1.0,0.1902889460325241,0.0,0.4905158281326294,0.60927814245224,0.4742055535316467,0.0,0.0,0.0,0.32240495,0.3929819,0.43477038,0.4644324,0.4852683,0.51071334,0.5278395,0.52910167,0.52558887,0.5188312,0.5048702,0.5442834,0.4711689,0.54536283,0.60927814,0.6060029,0.60053605,0.6059053,0.5886,0.57705075,0.5789898,0.6013714,0.63002884,0.6341182,0.49051577,0.54661363
146,ten times more,a hundred,0.0,0.2245600521564484,0.0,0.2705180943012237,0.39487025141716,0.2916519641876221,0.0,0.0,0.0,0.18764107,0.25784397,0.27930686,0.3093176,0.32089627,0.31677136,0.36420295,0.34254816,0.34072474,0.34185725,0.32098955,0.33787772,0.24284838,0.33039814,0.39487025,0.38305998,0.42249,0.44024485,0.47323424,0.48405546,0.53162867,0.53809386,0.5616682,0.6203335,0.2705181,0.5972306
147,renewal of hostilities in the Arab–Israeli conflict,.,0.0,0.046651005744934,0.0,0.1519565433263778,0.4056829810142517,0.0454121716320514,0.0,0.0,0.0,0.10511713,0.105227135,0.14805852,0.16568911,0.12293116,0.10588428,0.10702428,0.14766538,0.17863548,0.22737406,0.25819528,0.41958177,0.22444095,0.2909755,0.405683,0.37330082,0.33539325,0.34599453,0.31468976,0.28708535,0.27711257,0.22004959,0.19921835,0.23589973,0.15195654,0.1511759
148,until their economic and political objectives were met,In response to American aid to Israel,0.0,0.0094553139060735,0.0,0.1248046681284904,0.3521149456501007,0.092753067612648,0.0,0.0,0.0,0.16268316,0.23100843,0.28509915,0.31170717,0.2656316,0.22367127,0.23562737,0.25233176,0.26876026,0.26093116,0.21678591,0.26093554,0.2468092,0.2893788,0.35211495,0.34287816,0.35718817,0.38894084,0.37292308,0.35782945,0.36510298,0.32261744,0.34546772,0.4237556,0.12480467,0.3610227
149,American aid to Israel,Nixon requested Congress to appropriate $2.2 billion in emergency aid to Israel,1.0,0.2998681366443634,0.375,0.4260676801204681,0.5521548986434937,0.3223141431808472,0.0,0.3529411764705882,0.2433425160697888,0.4606944,0.49537742,0.52533543,0.5462105,0.52980137,0.5207752,0.515099,0.53474367,0.54063374,0.5375255,0.5464718,0.5847727,0.49978718,0.51510906,0.5521549,0.5502422,0.55151755,0.55854493,0.5386875,0.5106964,0.52604467,0.5409449,0.5936186,0.61995864,0.4260677,0.63415575
150,shrinking Western demand,economies had been caught between higher oil prices and lower prices for their own export commodities,0.0,0.015990987420082,0.0,0.1407580822706222,0.3353387415409088,0.0535218976438045,0.0,0.0,0.0,0.14131258,0.20215362,0.23972683,0.25891232,0.2619222,0.2507006,0.28183413,0.3078535,0.29860634,0.28164944,0.2631033,0.29491898,0.17014079,0.23776321,0.33533868,0.33916482,0.35544094,0.40105397,0.41645992,0.42662668,0.44017464,0.46307734,0.5528283,0.62496084,0.14276758,0.5343641
151,distribution and price disruptions,reduced productivity,0.0,0.0089835440739989,0.0,0.2810557782649994,0.3436917960643768,0.2924509942531585,0.0,0.0,0.0,0.17695737,0.23820177,0.30921152,0.34793767,0.36474395,0.29266694,0.28610367,0.32015395,0.33001766,0.32737917,0.32848486,0.40823284,0.16871262,0.26013544,0.3436917,0.377149,0.41411248,0.46446028,0.47850555,0.46694028,0.49032065,0.50124466,0.5465227,0.5993428,0.28105575,0.50703174
152,Germany,Italy,0.0,0.0191794876009225,0.0,0.3678741157054901,0.6627973318099976,0.4305782318115233,0.0,0.0,0.0,0.5172118,0.5837145,0.6324125,0.6888421,0.6796984,0.67589307,0.64776486,0.5444267,0.53930616,0.5311531,0.44845915,0.41602042,0.5602567,0.6231461,0.66279745,0.7548716,0.7931078,0.8350959,0.8098138,0.80308855,0.77574915,0.7633956,0.70124686,0.7139161,0.36787412,0.65457666
153,encourage investment,"The system limited the price of ""old oil""",0.0,0.0089933164417743,0.0,0.0947616696357727,0.3554512858390808,0.0483261942863464,0.0,0.0,0.0,0.15249121,0.20287828,0.25515985,0.30277753,0.27802294,0.22832239,0.2235533,0.25181553,0.26196423,0.26127386,0.23471257,0.22697519,0.14496823,0.24137136,0.3554513,0.3452076,0.36556304,0.3985281,0.41142994,0.3863471,0.40562314,0.4060885,0.42292675,0.49486938,0.09476164,0.36943132
154,Price controls,promote oil exploration,0.0,0.0095338970422744,0.0,0.1779876351356506,0.3025113642215729,0.1766257882118225,0.0,0.0,0.0,0.13030253,0.17644149,0.2528256,0.302163,0.3161795,0.24382782,0.23534457,0.26491818,0.22649339,0.23084942,0.21467851,0.26979697,0.14904454,0.20300499,0.30251136,0.34662557,0.3895272,0.42760468,0.4680396,0.4929346,0.50766826,0.5112611,0.5192367,0.5662863,0.17798758,0.48124412
155,"last week of February 1974,",20%,0.0,0.0091160740703344,0.0,-7.240836566779763e-05,0.2874679565429687,-0.0307851526886224,0.0,0.0,0.0,0.092276596,0.116852686,0.15248346,0.15018438,0.15694807,0.12242133,0.13023153,0.17885052,0.17388226,0.16380571,0.14260612,0.13082796,0.18802325,0.22467126,0.28746796,0.29880723,0.3193397,0.33767927,0.32768154,0.30347782,0.3306066,0.32733464,0.32033497,0.3824178,0.0,0.3537015
156,British Prime Minister Edward Heath,British,1.0,0.3568600416183472,0.3333333333333333,0.3874145448207855,0.5175280570983887,0.3085629940032959,0.0,0.3333333333333333,0.3571428571428571,0.35954067,0.4179805,0.43002376,0.42748553,0.4118245,0.4258268,0.42849123,0.42041528,0.4180384,0.38304228,0.380661,0.429163,0.4425268,0.50367194,0.51752794,0.4828936,0.4618546,0.4466983,0.40883768,0.4009235,0.40522516,0.42908385,0.44574624,0.46453464,0.38741457,0.38537052
157,5% production cut,"declared Japan a ""nonfriendly"" country",0.0,0.0091688688844442,0.0,0.0786447376012802,0.2708607017993927,0.0476439148187637,0.0,0.0,0.0,0.113316566,0.16170838,0.20350462,0.23079458,0.20297357,0.16532412,0.16290867,0.2049943,0.22604157,0.22040361,0.21411295,0.21972637,0.144995,0.1745719,0.27086064,0.26713216,0.27496922,0.2880787,0.29153323,0.2783036,0.28797987,0.310103,0.33563197,0.40519813,0.078644745,0.32071176
158,USSR's invasion,Afghanistan,0.0,0.0092584947124123,0.0,0.1256718039512634,0.3281153440475464,0.1342582404613495,0.0,0.0,0.0,0.082477994,0.11989492,0.18153629,0.21957985,0.22904085,0.22839913,0.27056125,0.29252928,0.26143637,0.23230152,0.1953989,0.2547972,0.21561249,0.27920908,0.3281154,0.3713259,0.41760466,0.42002392,0.4318465,0.42312095,0.42851767,0.42928958,0.44612896,0.48434237,0.12567183,0.41650575
159,January 1979,1979,1.0,0.6274672150611877,0.6666666666666666,0.8558184504508972,0.7317421436309814,0.8784887194633484,0.0,0.6666666666666666,0.4545454545454545,0.69795895,0.7258293,0.73898643,0.74041104,0.7337167,0.7391717,0.74357295,0.7611053,0.7445684,0.7585162,0.7665566,0.8181458,0.7328769,0.72935957,0.7317423,0.7217136,0.71913356,0.7229112,0.7379733,0.72618175,0.7156293,0.71102655,0.71176916,0.74049866,0.8558184,0.6350313
160,Japanese imports,Japanese,1.0,0.5260684490203857,0.6666666666666666,0.7188132405281067,0.7189956307411194,0.6928590536117554,0.0,0.6666666666666666,0.4545454545454545,0.5505875,0.5971602,0.6326185,0.63978,0.605166,0.57588106,0.5747475,0.6032126,0.59998006,0.6037561,0.5981172,0.6579441,0.72868484,0.7386543,0.7189955,0.70603496,0.6852516,0.66715515,0.66086787,0.65877444,0.6591099,0.6442084,0.66863877,0.69033825,0.71881324,0.6079535
161,Japan,Japanese,1.0,0.9391255974769592,0.0,0.8649572730064392,0.7387168407440186,0.88625568151474,0.0,0.0,0.0,0.58387244,0.68693894,0.7426006,0.7961811,0.8195695,0.8350919,0.82304424,0.8313656,0.7903554,0.8034404,0.8250849,0.8386539,0.6257011,0.74262005,0.7387167,0.779516,0.7857753,0.78776205,0.7946201,0.7706772,0.80363536,0.82642496,0.8654326,0.8699509,0.864957,0.84130824
162,A decade after the 1973,1981,1.0,0.1109247729182243,0.0,0.2270703017711639,0.5462020039558411,0.2325423061847687,0.0,0.0,0.0,0.19299601,0.25238213,0.32252923,0.33786067,0.34106994,0.36421397,0.38320574,0.39491394,0.39715666,0.36457267,0.34401774,0.3603876,0.38842976,0.47195992,0.54620194,0.5310099,0.5100146,0.4993802,0.48756707,0.47885102,0.47663653,0.4961375,0.5307363,0.5864535,0.22707027,0.47572836
163,power steering,air conditioning,0.0,0.0097689563408494,0.0,0.233099028468132,0.3196852803230285,0.2438052892684936,0.0,0.0,0.0,0.20095141,0.27125996,0.33094507,0.37996954,0.43395808,0.41317737,0.4166798,0.40785512,0.380805,0.37856445,0.3399058,0.36244637,0.1583484,0.22985959,0.31968534,0.42096052,0.5110363,0.57044506,0.590009,0.5897123,0.61161494,0.6269484,0.6008363,0.58566415,0.2330991,0.58206666
164,Lexus,Acura,0.0,0.0161020215600729,0.0,0.1391428112983703,0.2577987015247345,0.185538113117218,0.0,0.0,0.0,0.053268183,0.0972997,0.12058264,0.15821795,0.18927152,0.18109319,0.1960203,0.20984949,0.1713966,0.17460614,0.16483253,0.21131143,0.19555812,0.22685018,0.25779867,0.30951166,0.3905568,0.41416967,0.4606,0.46504414,0.5062082,0.5319352,0.49740416,0.4882406,0.13914278,0.42055044
165,"Lincoln Continental,",Cadillac DeVille,0.0,0.0581548735499382,0.0,0.2857701778411865,0.3289389610290527,0.2955814003944397,0.0,0.0,0.0,0.09594508,0.13477883,0.15679544,0.18321379,0.217447,0.27118424,0.32099515,0.34255782,0.3335286,0.32832748,0.3322843,0.38355663,0.21811184,0.27559912,0.32893893,0.3746454,0.40985435,0.43711048,0.43720666,0.43677372,0.4794527,0.4741163,0.48453128,0.50616914,0.28577015,0.46798044
166,Chevrolet Bel Air,lower price models,0.0,0.0165152307599782,0.0,0.0838584005832672,0.2428818643093109,0.0597692355513572,0.0,0.0,0.0,0.06623166,0.1222817,0.18118584,0.19726562,0.16667053,0.16466966,0.18667005,0.20259203,0.18495458,0.1979232,0.17210206,0.24173649,0.09324689,0.14882664,0.24288183,0.25209406,0.272854,0.30147102,0.30938253,0.30970132,0.32423246,0.34521925,0.4034976,0.4443442,0.08385849,0.3507511
167,Treaties establishing the European Union,"primary law, secondary law and supplementary law",0.0,0.0106390314176678,0.0,0.1316338330507278,0.3239113688468933,0.1040741503238678,0.0,0.0,0.0,0.1640968,0.20319967,0.23861875,0.27545246,0.25138626,0.2076322,0.20987104,0.23850678,0.22718854,0.23822178,0.21348098,0.2713924,0.20184287,0.25288197,0.32391134,0.35129347,0.3536103,0.37992325,0.38508117,0.3746516,0.3722734,0.3770691,0.39773044,0.43894544,0.13163385,0.41460586
168,European Parliament and the Council of the European Union,the Treaties establishing the European Union,0.0,0.4438616037368774,0.3636363636363637,0.6097993850708008,0.7046545147895813,0.5838679671287537,0.0,0.5333333333333333,0.5952380952380953,0.57125545,0.58559513,0.60198075,0.61679703,0.6015654,0.59835625,0.59254426,0.6097175,0.6100824,0.6023523,0.58888483,0.62995785,0.6707725,0.68496096,0.7046545,0.68583375,0.6753311,0.6840452,0.6732776,0.6546603,0.6462817,0.64342815,0.6608412,0.6711974,0.6097994,0.6540088
169,international law,case law by the Court of Justice,0.0,0.2013816088438034,0.25,0.3962836563587188,0.4968309104442597,0.3781340122222901,0.0,0.2222222222222222,0.0769230769230769,0.3464915,0.41622984,0.47848788,0.48895395,0.47302705,0.481689,0.45361805,0.4902128,0.48146468,0.4725455,0.4572177,0.49188736,0.4419644,0.45225313,0.49683088,0.47763768,0.46369958,0.47430795,0.47545704,0.46805924,0.4850577,0.46030962,0.4996289,0.5271699,0.39628378,0.502169
170,Following the Nice Treaty,2004,0.0,0.0097553580999374,0.0,0.1889389902353286,0.3348614275455475,0.2071291208267212,0.0,0.0,0.0,0.05885655,0.09223351,0.12779531,0.12978466,0.12427116,0.12789862,0.12796618,0.14385489,0.15242545,0.13538048,0.14421862,0.22786401,0.22416988,0.25568733,0.33486137,0.33761922,0.33412728,0.34024122,0.33686832,0.33165398,0.3489335,0.3345483,0.345398,0.37195957,0.18893899,0.24127455
171,the Commission,The European Commission,1.0,0.6671727895736694,0.6666666666666666,0.7798700332641602,0.7574520111083984,0.7820451259613037,0.0,0.8,0.3448275862068965,0.6989202,0.75717384,0.7707881,0.79587835,0.795082,0.81443226,0.7967184,0.7802738,0.79057205,0.7937336,0.77438015,0.8140598,0.8211108,0.7980584,0.757452,0.7347177,0.73772866,0.69976646,0.6903322,0.6741032,0.65773225,0.6529643,0.63103616,0.6560855,0.77987003,0.5265949
172,Federica Mogherini,Jean-Claude Juncker,0.0,0.0097924629226326,0.0,0.146218717098236,0.2194864749908447,0.1301205307245254,0.0,0.0,0.0,0.0942307,0.12316121,0.1638907,0.186701,0.17347409,0.22023791,0.27430958,0.29701662,0.30415767,0.2902135,0.27941114,0.3055761,0.16831958,0.18265639,0.21948645,0.23939061,0.267123,0.32008713,0.3347602,0.33477023,0.36487412,0.35065588,0.3800743,0.41808847,0.14621867,0.37951237
173,at least 55 per cent of the Council members (not votes) representing 65 per cent of the population of the EU,"74 per cent, or 260 of the 352 votes",0.0,0.252934604883194,0.3076923076923076,0.3001446723937988,0.6645563840866089,0.2429833710193634,0.0,0.3333333333333332,0.3946902654867256,0.5977643,0.62472814,0.638439,0.6334921,0.6102776,0.5796264,0.5834687,0.58351314,0.5635069,0.55244577,0.53535515,0.5181069,0.5997317,0.6298538,0.6645564,0.641945,0.6217472,0.6313154,0.6110032,0.59409016,0.56318194,0.54551566,0.5540071,0.5807466,0.3001446,0.56637114
174,a majority,a Commission proposal,0.0,0.0280250422656536,0.0,0.1878157705068588,0.5727883577346802,0.187427669763565,0.0,0.4,0.1724137931034482,0.4991657,0.51727355,0.5161539,0.51746184,0.4912762,0.42900515,0.40001765,0.39229456,0.3350433,0.32502118,0.2619563,0.26199657,0.5208924,0.5025888,0.5727885,0.57378,0.58255213,0.6034425,0.60965794,0.6172933,0.5838153,0.5694616,0.5742366,0.5889976,0.1878158,0.5198459
175,qualified majority,a majority,2.0,0.8172842264175415,0.6666666666666666,0.813117265701294,0.6525635123252869,0.8273261189460754,0.0,0.5,0.25,0.56996953,0.6281661,0.63962996,0.63386005,0.63975,0.63100636,0.66277975,0.69917667,0.71142626,0.7287327,0.74479955,0.79209197,0.5963909,0.61263347,0.65256345,0.6512528,0.6237938,0.61898524,0.5926863,0.59881175,0.588512,0.61141807,0.6062283,0.6205031,0.8131172,0.57645667
176,"legislation can be blocked by a majority in Parliament, a minority in the Council, and a majority in the Commission",unanimity,0.0,0.1473472863435745,0.0,0.3693883121013641,0.2791800498962402,0.3451067209243774,0.0,0.0,0.0,0.15843496,0.18481068,0.22378892,0.24513613,0.23144801,0.22545695,0.28209835,0.34864405,0.34601876,0.3389467,0.3237458,0.41335413,0.15104234,0.20041485,0.2791801,0.28397772,0.28534034,0.30210242,0.30507365,0.29096302,0.2908616,0.2874986,0.33517507,0.38357323,0.36938837,0.30550638
177,"by assuming the task of interpreting the treaties, and accelerating economic and political integration",has the ability to expand and develop the law according to the principles it deems to be appropriate,0.0,0.107437752187252,0.074074074074074,0.2213950902223587,0.4634045362472534,0.1859668493270874,0.0,0.125,0.0847457627118644,0.35258606,0.39665708,0.4283374,0.44909576,0.42393857,0.36833337,0.35317326,0.3803396,0.38365796,0.38192832,0.3409783,0.40246257,0.38925773,0.42659894,0.46340454,0.46821803,0.47606504,0.5117843,0.48532248,0.48283395,0.4977501,0.50274724,0.52496845,0.56982213,0.22139508,0.5370812
178,the Court of Justice,The Italian Constitutional Court,0.0,0.1691632866859436,0.3333333333333333,0.4139294028282165,0.6369102597236633,0.3645310699939728,0.0,0.5,0.25,0.45650682,0.51135933,0.5575693,0.5987749,0.60281736,0.6094575,0.62926656,0.64710927,0.6400537,0.60932404,0.6088807,0.6006599,0.6025081,0.62285537,0.6369102,0.5887025,0.5681083,0.5839048,0.574126,0.58255947,0.59865767,0.58581114,0.5940919,0.6378633,0.4139294,0.6119397
179,article 30,TFEU article 30,1.0,0.6560264229774475,0.8,0.7692249417304993,0.6596607565879822,0.771278977394104,0.0,0.8,0.6465517241379309,0.6092823,0.606413,0.6153983,0.61606413,0.6020503,0.6389032,0.67748004,0.70039123,0.7058029,0.70915246,0.7147799,0.7329594,0.61995244,0.62921476,0.65966076,0.65547144,0.66486114,0.673237,0.67943436,0.6581894,0.6805245,0.69885856,0.71749496,0.73667234,0.76922494,0.71436614
180,Treaty provisions,they are ‘directly applicable in all Member States’,0.0,0.0750192254781723,0.0,0.2246549576520919,0.3223264813423157,0.2123235166072845,0.0,0.0,0.0,0.10870729,0.15300423,0.21785411,0.2363435,0.20598073,0.18287742,0.2162339,0.25363395,0.23654492,0.23886788,0.22533515,0.29002452,0.13703276,0.21724428,0.32232648,0.33613408,0.3287433,0.35829583,0.37121126,0.3644431,0.38622236,0.39900073,0.4796876,0.55491424,0.22465496,0.46187347
181,"a citizen or company can invoke a Directive, not just in a dispute with a public authority, but in a dispute with another citizen or company","a citizen may rely on the Directive in such an action (so called ""vertical"" direct effect)",1.0,0.7245258688926697,0.1764705882352941,0.5645356774330139,0.5220381617546082,0.573687732219696,0.0,0.1904761904761905,0.0961538461538461,0.41921255,0.46731764,0.5043629,0.5176626,0.49946848,0.4815407,0.47903097,0.49349475,0.50587463,0.5171173,0.52418005,0.5881278,0.46818194,0.4833495,0.52203816,0.50705236,0.5231198,0.55446625,0.5385111,0.51724464,0.5280942,0.5357144,0.58895236,0.64672774,0.5645356,0.61762804
182,in Article 5,the lawfulness of an action depends on whether it was appropriate and necessary to achieve the objectives legitimately pursued,0.0,0.4214971363544464,0.0,0.1639383435249328,0.3334635198116302,0.1515901684761047,0.0,0.0,0.0,0.13873474,0.18360639,0.20433153,0.20520496,0.1887776,0.15019567,0.15344478,0.18891725,0.18361868,0.18069157,0.16925767,0.2488558,0.21915963,0.252223,0.33346352,0.31456608,0.3329347,0.36206877,0.34047654,0.32015118,0.30772713,0.302184,0.32784152,0.40093723,0.16393843,0.33279708
183,member states,the European Convention on Human Rights,0.0,0.0904486775398254,0.0,0.1991778761148452,0.3324905931949615,0.1975589841604232,0.0,0.0,0.0,0.14370847,0.19611955,0.23370123,0.2551364,0.24396187,0.23679052,0.21078432,0.23423445,0.23729149,0.2324565,0.2281481,0.27516633,0.18171735,0.25028148,0.33249065,0.33027244,0.3252924,0.34560338,0.34748852,0.34696493,0.34555575,0.32941765,0.40462625,0.41421804,0.19917786,0.4719697
184,the Charter of Fundamental Rights of the European Union,the Charter of Fundamental Rights of the European Union of 7,2.0,0.7296578884124756,0.8750000000000001,0.8796566128730774,0.9544825553894044,0.849105179309845,0.8007374029168082,0.9,0.7618884316415181,0.9581382,0.9595752,0.9584785,0.9532209,0.9493744,0.94574976,0.9440907,0.9461585,0.946517,0.9438148,0.9460649,0.93178535,0.95389694,0.95299196,0.95448256,0.93388176,0.92425126,0.9200309,0.9114318,0.91048557,0.9060255,0.89807147,0.8998592,0.9068411,0.8796566,0.90118057
185,to enable people to pursue their life goals in any country through free movement,Since its foundation,0.0,0.0153370006009936,0.0,0.1145164594054222,0.3545443713665008,0.0598401315510273,0.0,0.0,0.0,0.15799527,0.22369416,0.26947135,0.28653586,0.25606465,0.20321292,0.18682316,0.23150425,0.2028856,0.20227346,0.1665754,0.21887402,0.21564057,0.24674907,0.3545444,0.37166047,0.3835565,0.40632498,0.3863864,0.35930306,0.35209563,0.32220146,0.35521674,0.404766,0.11451648,0.33718237
186,Jean-Marc Bosman,the Belgian Football Association v Bosman,1.0,0.2794324159622192,0.2857142857142857,0.5895061492919922,0.4798811972141266,0.59669429063797,0.0,0.2222222222222222,0.0892857142857142,0.38650388,0.411119,0.43478388,0.45637605,0.44605,0.451379,0.47411668,0.48779097,0.5091222,0.5267464,0.53201324,0.6024259,0.4420257,0.45300376,0.47988117,0.47925484,0.47164235,0.4912438,0.48392874,0.4606196,0.45306748,0.45173755,0.4432519,0.45944703,0.58950615,0.44140905
187,if they were non-discriminatory,"participate in economic life ""on a stable and continuous basis""",0.0,0.0140348626300692,0.0,0.149986132979393,0.2922101020812988,0.0912000983953476,0.0,0.0,0.0,0.13421538,0.17810583,0.21758004,0.24392074,0.22677802,0.19554706,0.20385063,0.24797194,0.24683535,0.27431357,0.23263489,0.29557976,0.19887412,0.21597987,0.2922101,0.30542377,0.33289728,0.3649247,0.35869586,0.34425902,0.3492183,0.34768656,0.41045716,0.46336174,0.14998613,0.4339156
188,shipping toxic waste,toxic waste,1.0,0.7418552041053772,0.8,0.850803792476654,0.8531626462936401,0.8102617859840393,0.0,0.8,0.8928571428571429,0.84926313,0.8410714,0.84827393,0.8551682,0.84888816,0.85512495,0.86775553,0.8811641,0.88239443,0.8831409,0.8821692,0.88617676,0.8093437,0.845605,0.8531627,0.85088056,0.85449636,0.86834955,0.87002164,0.8611498,0.8605097,0.8680808,0.8776457,0.8808587,0.85080355,0.79393697
189,the Daily Mail,Daily Mail,2.0,0.9582874774932858,1.0,0.9612591862678528,0.9085574746131896,0.9686121940612792,0.0,0.8,0.8928571428571429,0.78787106,0.8075957,0.82554495,0.83548397,0.8404586,0.8767414,0.9090701,0.9179557,0.92640626,0.93465316,0.9374821,0.9462355,0.84078974,0.8817041,0.90855736,0.89362234,0.8561407,0.86176807,0.86006373,0.8611745,0.8804611,0.8814327,0.9002225,0.9039424,0.9612591,0.89297956
190,"creditor protection, labour rights to participate in work, or the public interest in collecting taxes",Denmark's minimum capital law,0.0,0.0097312415018677,0.0,0.1533353775739669,0.3155102729797363,0.1265077292919159,0.0,0.0,0.0,0.17575416,0.23015003,0.28947425,0.33917823,0.3118708,0.27185467,0.24954432,0.25868022,0.25100234,0.26108631,0.2652252,0.3165118,0.18801486,0.24577975,0.31551027,0.33192945,0.3490802,0.38164914,0.37200794,0.36700293,0.39781657,0.40273634,0.48942465,0.556444,0.1533354,0.5237185
191,moist broadleaf forest,tropical,1.0,0.0099192978814244,0.0,0.2252386510372162,0.2995675504207611,0.2380199730396271,0.0,0.0,0.0,0.07167431,0.1043632,0.1592409,0.17415081,0.22035153,0.24834898,0.2879484,0.2991069,0.3225622,0.31047028,0.26896507,0.34632075,0.16075394,0.23214483,0.29956758,0.31056592,0.33215916,0.36760494,0.38452554,0.37102512,0.38932985,0.4050255,0.42492998,0.46466866,0.22523864,0.4011064
192,Cretaceous–Paleogene extinction event,dinosaurs,0.0,0.011305084452033,0.0,0.3643677830696106,0.4157626926898956,0.3311811089515686,0.0,0.0,0.0,0.09217065,0.12647437,0.16314311,0.17754228,0.19466309,0.2284696,0.32491097,0.3715045,0.37318668,0.35343638,0.34727105,0.46572277,0.2374556,0.3713233,0.41576266,0.40956128,0.40227023,0.42488438,0.42598143,0.41340938,0.41449708,0.4124627,0.46206143,0.5042289,0.36436778,0.41022518
193,the Atlantic,Atlantic,2.0,0.9556101560592652,1.0,0.9492620825767516,0.8570341467857361,0.9600316882133484,0.0,0.6666666666666666,0.4545454545454545,0.6920134,0.7069837,0.73073894,0.7351051,0.75411725,0.8080894,0.8547604,0.87283957,0.8846424,0.89852005,0.90704924,0.92075545,0.77297306,0.82001424,0.85703415,0.83217114,0.7818554,0.7744909,0.7634061,0.7600074,0.75864244,0.7541326,0.76425874,0.7754436,0.9492623,0.7074669
194,Amazonas Basin,Andes Mountains,0.0,0.0101837599650025,0.0,0.2355713695287704,0.3678546845912933,0.2327749729156494,0.0,0.0,0.0,0.22812133,0.24754289,0.28023967,0.3224082,0.37864092,0.4265137,0.46612132,0.4671453,0.46414658,0.4170417,0.40862012,0.39021626,0.22966541,0.3082739,0.3678546,0.41114756,0.4715325,0.4887275,0.5030105,0.5008981,0.54628044,0.5825499,0.59512424,0.58739096,0.23557134,0.5582374
195,Purus Arch,along the middle,0.0,0.0096996696665883,0.0,0.0791735723614692,0.2867016196250915,0.0756035447120666,0.0,0.0,0.0,0.055179328,0.09799609,0.12119588,0.14654444,0.11828156,0.12056491,0.13646196,0.1739977,0.18316495,0.19887313,0.1623577,0.20042434,0.12670118,0.19162735,0.2867016,0.31718752,0.3315086,0.33074895,0.33215603,0.32638466,0.36021683,0.38539734,0.42784765,0.4852955,0.07917358,0.41938025
196,explanations are reasonably well supported,by the available data,0.0,0.2674891948699951,0.0,0.1933932304382324,0.3233413696289062,0.1879199743270874,0.0,0.0,0.0,0.14753768,0.19078697,0.22254261,0.23498324,0.23592953,0.21739939,0.24998993,0.29573148,0.31119207,0.31311265,0.28200793,0.32976207,0.1958826,0.24783328,0.32334137,0.3471297,0.36470854,0.41380176,0.4072986,0.40544572,0.42304152,0.4137337,0.47936523,0.50461537,0.19339325,0.4468164
197,the Last Glacial Maximum (LGM) and subsequent deglaciation,rainfall in the basin during the LGM was lower than for the present,0.0,0.2397744208574295,0.1176470588235294,0.5174271464347839,0.4746094346046448,0.508452832698822,0.0,0.1904761904761905,0.0787401574803149,0.314781,0.3470933,0.37105054,0.38223052,0.36548758,0.3468619,0.36197427,0.41723502,0.42688608,0.4359517,0.45416936,0.5417165,0.40728745,0.42934358,0.47460946,0.4637263,0.46143696,0.48354498,0.4629393,0.47103202,0.46030408,0.44824353,0.51914585,0.5489333,0.51742715,0.5541294
198,data sampling is biased away from the center of the Amazon basin,practical limitations of working in the rainforest,1.0,0.0538444630801677,0.125,0.2974040806293487,0.4533829987049103,0.2502042055130005,0.0,0.2105263157894737,0.1333333333333333,0.2824264,0.33724645,0.35830578,0.36227313,0.35663876,0.32387814,0.3401118,0.35831812,0.35253048,0.33036706,0.33783317,0.38169235,0.39677957,0.3998978,0.453383,0.4539662,0.48174652,0.510037,0.515507,0.5017351,0.5099825,0.49225536,0.51153135,0.5577393,0.2974041,0.5307016
