answer1,answer2,label
"Fortuna, North Dakota",Peaked Island,0.0
"Fortuna, North Dakota",Nome,0.0
"Fortuna, North Dakota",California,0.0
"Fortuna, North Dakota",cadillac mountain,0.0
"Fortuna, North Dakota",the Bahamas,0.0
"Fortuna, North Dakota",Arizona,0.0
UCF Knights,washington huskies,1.0
UCF Knights,UCLA Bruins,1.0
UCF Knights,notre dame,1.0
UCF Knights,New England Patriots,1.0
UCF Knights,the Boise State Broncos,1.0
thirty,40,0.0
thirty,Twenty nine,0.0
thirty,14,0.0
thirty,245,0.0
thirty,11747034,0.0
Brian Gerald Snitker,John Y. Brown Jr.,0.0
Brian Gerald Snitker,Alex Anthopoulos,0.0
Brian Gerald Snitker,brian snitker,1.0
sign language,esthetician,0.0
sign language,Porter,0.0
sign language,Aphasia,1.0
sign language,mixed transcortical aphasia,1.0
sign language,mute,2.0
sign language,Muteness or mutism,2.0
"15,589 sq mi",30 ft,0.0
"15,589 sq mi",100 m,0.0
"15,589 sq mi",13,0.0
"15,589 sq mi",1.2,0.0
"15,589 sq mi",1.8,0.0
"15,589 sq mi",Parker,0.0
"15,589 sq mi",a few miles,0.0
"15,589 sq mi",0 to 6 feet,0.0
"15,589 sq mi",7 \u2013 9 feet,1.0
Mark Andreas Sheppard,Mark Ross Pellegrino,0.0
Mark Andreas Sheppard,mark a. sheppard,2.0
President of the United States,Donald J. Trump,0.0
President of the United States,the President,2.0
Bovine spongiform encephalopathy,Mutual assured destruction,0.0
Bovine spongiform encephalopathy,CSE,0.0
Bovine spongiform encephalopathy,mad cow disease,1.0
Fast & Furious 6,the last one '',0.0
Fast & Furious 6,Furious 7,0.0
Fast & Furious 6,"November 30, 2013",0.0
Fast & Furious 6,2015,0.0
Fast & Furious 6,2013,1.0
on the reverse,denver,0.0
on the reverse,United States Mint,0.0
on the reverse,above monticello,0.0
on the reverse,the Denver Mint,0.0
on the reverse,reverse,2.0
in regions of new growth,parenchyma,0.0
in regions of new growth,nervous system,0.0
in regions of new growth,soft parts,2.0
in regions of new growth,cortex,2.0
in regions of new growth,the cortex of roots,2.0
1965,"June 7, 1990",0.0
1965,1998,0.0
1965,31 March 2001,0.0
1965,"july 15, 1964",2.0
1965,1964,2.0
the senate,oligarchy,0.0
the senate,Army,0.0
the senate,consuls,1.0
New York,New York City,2.0
February 19,"january 15, 2019",0.0
February 19,"June 22, 2010",0.0
February 19,"february 6, 2013",0.0
February 19,"February 19, 2018",0.0
2018,2013,1.0
arbitrageur,proletariat,0.0
arbitrageur,Bull,0.0
arbitrageur,gambler,1.0
arbitrageur,a trader,1.0
arbitrageur,entrepreneur,1.0
arbitrageur,the borrower,1.0
arbitrageur,speculators,2.0
arbitrageur,speculator,2.0
intersection,sequence,0.0
intersection,value,0.0
intersection,Fire,0.0
intersection,union,1.0
the Negro Act of 1740,slavery,0.0
the Negro Act of 1740,killed,0.0
the Negro Act of 1740,four,0.0
the Negro Act of 1740,the Return of the Heracleidae,0.0
the Negro Act of 1740,executed,1.0
the Negro Act of 1740,Most of the captured slaves were executed,1.0
the Negro Act of 1740,enacted a harsh slave code,2.0
Willie,shepherds,0.0
Willie,Art Blakey,0.0
Willie,Steve Moore,0.0
Willie,peter,0.0
Willie,Stephen Mangan,0.0
Willie,Lucas MacFadden,0.0
The Battle of the Labyrinth,The Sea of Monsters,0.0
The Battle of the Labyrinth,Leviticus,0.0
The Battle of the Labyrinth,White Cat,0.0
The Battle of the Labyrinth,the last olympian,1.0
evening of October 31,october 31,1.0
evening of October 31,Halloween,2.0
evening of October 31,Halloween night,2.0
Erik Erikson,g. stanley hall,0.0
Erik Erikson,Sigmund Freud,0.0
Erik Erikson,the Marquis de Condorcet,0.0
Erik Erikson,erikson,1.0
1924,"december 24, 1926",0.0
1924,1959,0.0
Los Angeles Dodgers,Alabama Crimson Tide,1.0
Uttar Pradesh,Kerala,0.0
James Reynolds,Kyler Mackenzie Pettis,0.0
Morocco,Russia,0.0
Morocco,Ethiopia,0.0
1,5,0.0
New York,southeastern new york state,0.0
New York,the Northeastern United States,0.0
New York,the state of new york,2.0
New York,New York State,2.0
Raul Bova,pope clement vii,0.0
Raul Bova,Pope Eugene IV,0.0
Raul Bova,dustin hoffman,0.0
Raul Bova,Pope Francis,0.0
Raul Bova,Richard Madden as Cosimo de' Medici,0.0
Raul Bova,clement vii,0.0
Raul Bova,Francis,0.0
Raul Bova,Stuart Martin,0.0
Mentuhotep II,the Islamic prophet Muhammad,0.0
Mentuhotep II,the Ptolemaic Kingdom,0.0
Mentuhotep II,sant garib dass,0.0
Mentuhotep II,Solomon,0.0
Mentuhotep II,King Solomon,0.0
Mentuhotep II,Hatshepsut,2.0
Kanwar Sain,indira gandhi,0.0
Kanwar Sain,Sanjay Gandhi,0.0
Kanwar Sain,jawaharlal nehru,0.0
Kanwar Sain,IGCAR,0.0
Dave Barnes,Beatles,0.0
Nicole Scherzinger,Antoine Malick,0.0
Nicole Scherzinger,little mix,0.0
Nicole Scherzinger,Peter Dickson,0.0
Nicole Scherzinger,Simon Cowell,0.0
"Seneca Falls, New York",Tartu,0.0
"Seneca Falls, New York",Independence Hall,1.0
Ayesha,kismet,0.0
Ayesha,Pom Klementieff,0.0
Ayesha,Michelle Yeoh,0.0
Ayesha,Zoe Saldana,0.0
Ayesha,Elizabeth Debicki,2.0
the current domestic posting rate,non-denominated,0.0
the current domestic posting rate,national,0.0
the current domestic posting rate,h\u00c9ireann,0.0
the current domestic posting rate,butterwort,0.0
the current domestic posting rate,Nationality,0.0
the current domestic posting rate,pence,0.0
the current domestic posting rate,"\""descendant\""",0.0
the current domestic posting rate,non-denominated postage,0.0
the current domestic posting rate,no-value indicator,2.0
Georgia May Foote,Julie Foy,0.0
Georgia May Foote,Jennie McAlpine,0.0
Archie Griffin,doak walker,0.0
Archie Griffin,cam newton,0.0
Archie Griffin,Griffin,1.0
Archie Griffin,Ohio State,1.0
Archie Griffin,Ohio State's Archie Griffin,2.0
David Bamigboye,alhaji adamu atta,0.0
David Bamigboye,Abdulfatah Ahmed,0.0
David Bamigboye,Alhaji Mohammed Alabi,0.0
David Bamigboye,Adamu Atta,0.0
David Bamigboye,Mohammed Lawal,0.0
Randall Flagg,matthew mcconaughey,0.0
Randall Flagg,Walter Padick,2.0
punishment for a crime,peonage,0.0
punishment for a crime,psychological coercion,0.0
punishment for a crime,military conscription,0.0
punishment for a crime,chattel slavery,0.0
punishment for a crime,penal labor,0.0
punishment for a crime,contraction,0.0
punishment for a crime,two,0.0
"September 28, 2018","September 29, 2017",0.0
52.7 million people,1106,0.0
52.7 million people,52.7 million,1.0
52.7 million people,52. 7 million,1.0
1983,1984,0.0
"September 20, 2010","september 29, 2017",0.0
"September 20, 2010","September 23, 2016",0.0
Kyrsten Sinema,jon kyl,0.0
Kyrsten Sinema,Jon Llewellyn Kyl,0.0
Kyrsten Sinema,Beto O'Rourke,0.0
Kyrsten Sinema,Dianne Feinstein,0.0
Kyrsten Sinema,Kyrsten Lea Sinema,1.0
central nervous system,reward pathway,0.0
central nervous system,hypothalamus,0.0
central nervous system,throughout the brain,2.0
central nervous system,vertebrate central nervous system,2.0
Old John Feather Merchant,1945,2.0
Old John Feather Merchant,"July 28, 1945",2.0
Gondar,addis ababa,0.0
Gondar,Dire Dawa,0.0
Gondar,Tripoli,0.0
"Ashland, Virginia",Covent Garden,0.0
"Ashland, Virginia","covent garden fruit, vegetable and flower market",0.0
"Ashland, Virginia",Los Angeles,0.0
"Ashland, Virginia",Toronto,0.0
"Ashland, Virginia","Toronto, Ontario Canada",0.0
"Ashland, Virginia","greenwood falls, virginia",0.0
"Ashland, Virginia",British Columbia,0.0
"Ashland, Virginia",Britain,0.0
"Ashland, Virginia",united states,1.0
Boston Red Sox,new england patriots,0.0
Boston Red Sox,Los Angeles Dodgers,0.0
Boston Red Sox,Houston Astros,1.0
25 December,5 January,0.0
25 December,christmas day,0.0
Season 30,1989,0.0
Season 30,FOX,0.0
Season 30,twenty-ninth season,1.0
Season 30,The twenty - ninth season,1.0
Season 30,season 29,1.0
Season 30,29,1.0
Season 30,twenty - eighth season,1.0
the Fifth Amendment,bill of rights,0.0
"""The Two Students""",372,0.0
"""The Two Students""",478,0.0
"""The Two Students""",175,0.0
"""The Two Students""",413,0.0
"""The Two Students""",ultimate ninja storm 2,0.0
"""The Two Students""",8,0.0
"""The Two Students""",377,0.0
asymmetrical federalism,a constitutional monarchy,0.0
asymmetrical federalism,Konstitutsiya Rossiyskoy Federatsii,0.0
asymmetrical federalism,a multi-party representative democracy,0.0
asymmetrical federalism,a multi - party representative democracy,1.0
asymmetrical federalism,federal semi-presidential republic,2.0
"September 1, 1945",age 11,0.0
"September 1, 1945",1939,0.0
"September 1, 1945","February 25, 2009",0.0
"September 1, 1945",1945,2.0
Sindhu (Indus River),ganges,0.0
Sindhu (Indus River),the indus river,2.0
Sindhu (Indus River),Sindhu,2.0
70-85 million people,50 to 55 million,0.0
70-85 million people,"approximately 27,000,000",0.0
70-85 million people,419400,0.0
70-85 million people,131028000,0.0
70-85 million people,50 to 85 million,1.0
70-85 million people,70-85 million,2.0
70-85 million people,70 - 85 million people,2.0
34.16%,33.4%,1.0
34.16%,33.04 %,1.0
34.16%,33. 4 %,1.0
34.16%,31.96%,1.0
Vidhan Sabha  Metro Station,kashmeri gate,0.0
Vidhan Sabha  Metro Station,Kashmeri Gate station,0.0
Vidhan Sabha  Metro Station,delhi railway station of delhi,0.0
Eden Hazard,raheem sterling,0.0
Eden Hazard,Harry Kane,0.0
Eden Hazard,Mohamed Salah,0.0
Eden Hazard,Lionel Messi,0.0
Eden Hazard,Matt Doherty,0.0
"January 8, 2019","march 18, 2018",0.0
"January 8, 2019","October 23, 2018",0.0
"January 8, 2019","October 16, 2018",0.0
"January 8, 2019","June 20, 2018",0.0
"January 8, 2019","March 2, 2018",0.0
51,54,0.0
51,100,0.0
51,53,1.0
a jackal,Lee Remick,0.0
a jackal,Harvey Spencer Stephens,0.0
a jackal,katherine,1.0
a jackal,robert thorn,1.0
Kareem Abdul-Jabbar,Michael Jordan,0.0
Kareem Abdul-Jabbar,kareem abdul - jabbar,2.0
The Fury in the Jury,during the second series,0.0
The Fury in the Jury,The Net '',0.0
The Fury in the Jury,The Tyrant,0.0
The Fury in the Jury,season six,0.0
The Fury in the Jury,"\""The Last One\""",0.0
The Fury in the Jury,season 8,0.0
The Fury in the Jury,season 3,0.0
The Fury in the Jury,Chapter Eleven,0.0
The Fury in the Jury,"\""The Last Walt\""",0.0
the British,Mexico,1.0
the British,incursion by russian fur traders,1.0
the British,Great Britain,2.0
Old English,German,0.0
Old English,French,0.0
Old English,English and Scottish origin,1.0
Old English,english,2.0
Old English,Old English origin,2.0
Shankar Dayal Sharma,sarvepalli radhakrishnan,0.0
Shankar Dayal Sharma,Mohammad Hamid Ansari,0.0
Shankar Dayal Sharma,Muppavarapu Venkaiah Naidu,0.0
Shankar Dayal Sharma,Venkaiah Naidu,0.0
Shankar Dayal Sharma,Pawan Kumar Chamling,0.0
Snoopy,Santa's Little Helper,0.0
Snoopy,Woodstock,0.0
the G.I. Generation,Homeland Generation,0.0
the G.I. Generation,Tom Brokaw,0.0
the G.I. Generation,the g. i. generation,2.0
3,2,0.0
3,five,0.0
3,1,0.0
3,four,0.0
3,three,2.0
"July 15, 2016","October 27, 2017",0.0
"July 15, 2016",July 2016,2.0
Garfield Sobers,yuvraj singh,0.0
Garfield Sobers,chris gayle,0.0
Garfield Sobers,Ravi Shastri,0.0
"March 25, 2018",Piccolo Jr. Saga,0.0
"March 25, 2018",131,1.0
"March 25, 2018",Universe Survival Saga,1.0
United States,russia,0.0
United States,Venezuela,0.0
the father of the radio,bernie taupin,0.0
the father of the radio,a music industry executive,0.0
the father of the radio,Les Garland,0.0
the father of the radio,bologna,0.0
the father of the radio,Starship,0.0
the father of the radio,Italian inventor Guglielmo Marconi,2.0
Dylan Kingwell,beau garrett,0.0
Dylan Kingwell,Will Yun Lee,0.0
Dylan Kingwell,Freddie Highmore,0.0
Dylan Kingwell,hill harper,0.0
"""Highway of Tears""","Oh Captain, My Captain",0.0
"""Highway of Tears""",Blood Magic,0.0
"""Highway of Tears""",the end,0.0
American Express Company,MBNA America,0.0
American Express Company,citibank,0.0
American Express Company,Houghton Mifflin,0.0
American Express Company,Bank of England,0.0
American Express Company,US Bancorp,0.0
American Express Company,bank of america,1.0
American Express Company,American Express Co.,2.0
the 104th Congress,Mexico,0.0
the 104th Congress,France,0.0
the 104th Congress,united states house of representatives,2.0
the 104th Congress,Congress,2.0
the 104th Congress,the 1994 Congressional election campaign,2.0
Ulama,football,0.0
Ulama,polo,0.0
Ulama,hurling,0.0
Ulama,mancala,0.0
Ulama,Cricket,0.0
1997,1976,0.0
1997,2018,0.0
nucleus,cytosol,0.0
nucleus,within the nucleus,1.0
Zagreb,Moscow,0.0
3,fifty - six foot,0.0
3,50 ft,0.0
3,fifty-six,0.0
3,two,0.0
3,10,0.0
3,seven,0.0
3,50 feet,0.0
3,three,2.0
While in the Dark Castle,firebird,0.0
While in the Dark Castle,season 2,0.0
While in the Dark Castle,the fourth season,1.0
Mexico,Alta California,1.0
Byju Raveendran,john b. watson,0.0
Byju Raveendran,Warren Robinett,0.0
"March 10, 1981",1974,0.0
"March 10, 1981",2011,0.0
"March 10, 1981",April 1981,0.0
"March 10, 1981",1981,2.0
Kareem Abdul-Jabbar,wilt chamberlain,0.0
Kareem Abdul-Jabbar,Kareem Abdul - Jabbar,2.0
Burma,Ceylon,0.0
Burma,Sri Lanka,1.0
"18,426",10000,1.0
"18,426","18, 426",2.0
Ptolemy,at the end of a number,0.0
Ptolemy,India,0.0
Ptolemy,the bakhshali manuscript,0.0
Ptolemy,on monuments,0.0
Ptolemy,By 1770 BC,0.0
Ptolemy,zero,0.0
Elizabeth II,donald trump,0.0
Elizabeth II,Hassanal Bolkiah,0.0
Elizabeth II,Teodoro Obiang,0.0
Elizabeth II,george washington,0.0
Elizabeth II,Franklin D. Roosevelt,0.0
Elizabeth II,George H.W. Bush,0.0
Elizabeth II,Queen Elizabeth II,2.0
155,114,0.0
155,139,0.0
155,197,0.0
155,eighty eight,0.0
155,one,0.0
155,two,0.0
155,142,0.0
"India Security Press, Nasik",federal government,0.0
"India Security Press, Nasik",Calcutta,0.0
"India Security Press, Nasik",India Security Press,2.0
The Gap Band,sonny boy williamson i,0.0
The Gap Band,"Sharon, Lois & Bram",0.0
The Gap Band,Maureen McGovern,0.0
a Coven of Salem witches,2013,0.0
Michael Wincott,richard harris,0.0
Michael Wincott,jim caviezel,0.0
2009,2016,0.0
2009,"september 14, 2009",2.0
Africa,chicago,0.0
Africa,Donna,0.0
Africa,Topher Grace,0.0
Africa,teaching in Africa,2.0
Toby Stephens,mark wahlberg,0.0
Toby Stephens,James Stewart,0.0
Toby Stephens,Joan Bennett,0.0
Virginia Bruce,Cole Porter,0.0
Virginia Bruce,Frank Sinatra,2.0
John Jefferson Williams,albert henry woolson,0.0
1978,"October 25, 1978",2.0
"Santa Clara, California","atlanta, georgia",1.0
"Santa Clara, California",mercedes-benz stadium,1.0
"Santa Clara, California","mercedes - benz stadium in atlanta, georgia",1.0
gypsum,fresco,0.0
gypsum,Paris,0.0
gypsum,calcium sulfate,1.0
Universal Studios Hollywood,Atlanta,1.0
Universal Studios Hollywood,"atlanta, georgia",1.0
Universal Studios Hollywood,Los Angeles,1.0
Shankar Dayal Sharma,venkaiah naidu,0.0
Shankar Dayal Sharma,Ram Nath Kovind,0.0
Shankar Dayal Sharma,Muppavarapu Venkaiah Naidu,0.0
Rubik's Brand Ltd.,Ideal Toy Corp.,1.0
Molly Qerim Rose,Erik Kuselias,0.0
Molly Qerim Rose,Erin Michelle Coscarelli,0.0
Molly Qerim Rose,Mike Tuggle,0.0
Molly Qerim Rose,Adam Caplan,0.0
Molly Qerim Rose,peyton manning,0.0
Molly Qerim Rose,Chris Harrison,0.0
Molly Qerim Rose,the United States,0.0
Molly Qerim Rose,field yates,1.0
Molly Qerim Rose,Matthew Berry,1.0
Mariska Magdolna Hargitay,Jenna Louise Stern,0.0
Mariska Magdolna Hargitay,Jillian Noel Hennessy,0.0
Mariska Magdolna Hargitay,brooke shields,1.0
Mariska Magdolna Hargitay,Mariska Hargitay,2.0
using rotating calipers,1/e2,0.0
using rotating calipers,the smallest such distance,0.0
using rotating calipers,2:3,0.0
using rotating calipers,The Width of a Circle,0.0
using rotating calipers,rotating calipers,2.0
10,ten,2.0
"Ramstein AB, in Germany",washington,0.0
"Ramstein AB, in Germany",California,0.0
"Ramstein AB, in Germany",Fort Lewis,0.0
"Ramstein AB, in Germany",Fort Hood,1.0
"Ramstein AB, in Germany",fort bragg,2.0
"Ramstein AB, in Germany","Fort Bragg, North Carolina",2.0
Taraji P. Henson,sarah silverman,0.0
Taraji P. Henson,John C. Reilly,0.0
Taraji P. Henson,Jane Lynch,0.0
Taraji P. Henson,gal gadot,0.0
2011,july 2014,0.0
2011,December 2014,0.0
2011,1994,0.0
2011,new year's eve,0.0
2011,1898,0.0
2011,1962,0.0
a typewriter ribbon,shoes,0.0
a typewriter ribbon,Cracker Jack,0.0
a typewriter ribbon,Cracker Jack ring,0.0
a typewriter ribbon,paper bag,0.0
a typewriter ribbon,Deep Blue Something,0.0
a typewriter ribbon,Home,0.0
"Templeton ""Face"" Peck","faceman \"" peck",0.0
"Templeton ""Face"" Peck",Special Forces,0.0
"Templeton ""Face"" Peck",the Arizona Cardinals,0.0
"Templeton ""Face"" Peck",Faceman,0.0
"Templeton ""Face"" Peck",templeton peck,2.0
Imran Khan,azim khan,0.0
Imran Khan,Punjab,0.0
Woodrow Wilson,dwight d. eisenhower,0.0
Woodrow Wilson,Franklin D. Roosevelt,0.0
Woodrow Wilson,John F. Kennedy,0.0
Woodrow Wilson,Thomas Woodrow Wilson,0.0
Woodrow Wilson,Ronald Wilson Reagan,0.0
Racial tensions,world war ii,0.0
Racial tensions,1929,0.0
Racial tensions,worldwide economic recession,1.0
Racial tensions,Great Depression,1.0
Racial tensions,economic downturns,1.0
8,seventh,0.0
8,7,1.0
8,eighth,1.0
8,Seven,1.0
8,six,1.0
8,6,1.0
With arrival in 2017,september 2006,0.0
With arrival in 2017,2003,0.0
With arrival in 2017,2007,1.0
With arrival in 2017,June 2017,1.0
With arrival in 2017,in 2007,1.0
Pittsburgh,"homestead, florida",0.0
Pittsburgh,Iowa,0.0
50 First Dates,drive,0.0
50 First Dates,Thom,0.0
50 First Dates,Wild At Heart,0.0
50 First Dates,Bonnie and Clyde,0.0
50 First Dates,The Cars,0.0
"March 2, 1836",2003,0.0
four,two gold,0.0
four,two gold and two silver medals,0.0
four,two,0.0
four,13,0.0
four,10,0.0
main antagonist of the story,a dark shadow,0.0
main antagonist of the story,tesseract,0.0
main antagonist of the story,A Wrinkle in Time,0.0
main antagonist of the story,Camazotz,0.0
main antagonist of the story,an evil disembodied brain,2.0
main antagonist of the story,brain,2.0
main antagonist of the story,a disembodied brain,2.0
Prime Minister H. H. Asquith,clement attlee,0.0
Prime Minister H. H. Asquith,Winston Churchill,0.0
Prime Minister H. H. Asquith,david lloyd george,1.0
Prime Minister H. H. Asquith,Herbert Henry Asquith,1.0
Prime Minister H. H. Asquith,Georges Benjamin Clemenceau,1.0
November through December,April,0.0
November through December,november,1.0
02330,1001,0.0
02330,128,0.0
02330,1906,0.0
Virginia,the South,0.0
Virginia,"yorktown, virginia",2.0
Virginia,The Siege of Yorktown,2.0
Miguel DÃ­az-Canel,Donald Trump,0.0
Miguel DÃ­az-Canel,Barack Obama,0.0
Miguel DÃ­az-Canel,Miguel Daz - Canel,1.0
Miguel DÃ­az-Canel,miguel diaz - canel,1.0
Miguel DÃ­az-Canel,Miguel Mario Daz-Canel,1.0
Miguel DÃ­az-Canel,miguel d\u00edaz-canel,2.0
Buzz Lightyear,hamm the piggy bank,0.0
Buzz Lightyear,Randy Newman,0.0
Buzz Lightyear,Annie Hall,0.0
the corpus callosum,temporoparietal junction,0.0
the corpus callosum,the Equator,0.0
increased metabolism,dopamine,0.0
increased metabolism,secrete,1.0
increased metabolism,affects available energy,1.0
increased metabolism,produces adrenaline and noradrenaline,2.0
increased metabolism,release of adrenaline,2.0
increased metabolism,release adrenaline,2.0
increased metabolism,regulation of blood pressure and electrolyte balance,2.0
increased metabolism,epinephrine,2.0
increased metabolism,Adrenaline,2.0
Tigmanshu Dhulia,Shah Rukh Khan,0.0
Tigmanshu Dhulia,Salman Khan,0.0
Tigmanshu Dhulia,Raja Kumari,0.0
ten-digit,nine,0.0
ten-digit,ten,2.0
None,dh 7.5,0.0
None,$7.25,0.0
None,AED 6.5,0.0
None,hk $ 34. 50 per hour,0.0
None,11.16,0.0
None,15,0.0
None,$15.00,0.0
the spinal cord,triceps tendon,0.0
three,eleven,0.0
three,12,0.0
three,13,0.0
three,six,0.0
three,11,0.0
three,3,1.0
China,Chinese court official Cai Lun,0.0
China,Papyrus,0.0
China,cai lun,2.0
The Undisputed Truth,Barrett Strong,0.0
The Undisputed Truth,the temptations,2.0
boxing,composer scott gayle,0.0
China,india,0.0
China,United States,2.0
below freezing,winter months,0.0
below freezing,winter,0.0
Bulgaria,Spain,0.0
Bulgaria,France,0.0
Bulgaria,germany,0.0
Bulgaria,England,0.0
E. Hamilton Lee,charles lindbergh,0.0
E. Hamilton Lee,Barry Goldwater,0.0
E. Hamilton Lee,James Harold Doolittle,0.0
E. Hamilton Lee,the wright brothers,0.0
E. Hamilton Lee,CBS,0.0
E. Hamilton Lee,Oscar,0.0
John Ellison,Gerry Goffin,0.0
John Ellison,Jerry Bock,0.0
Sanaa Lathan,reagan gomez - preston reagan amyre gomez - preston,0.0
Sanaa Lathan,Sanaa McCoy Lathan,2.0
Drew Brees,peyton manning,0.0
English,hausa,0.0
English,West African Pidgin English,0.0
English,CFA franc,0.0
English,swahili,0.0
English,Torah,0.0
English,Portuguese,0.0
a contest,santa line,0.0
a contest,accident,0.0
a contest,gun,0.0
a contest,Red Rider Leg Lamp Company,0.0
a contest,the film,0.0
a contest,Red Ryder gun,0.0
a contest,the down payment,0.0
a contest,two,0.0
a contest,15,0.0
Annie,dave barnes,0.0
Annie,Miranda Lambert,0.0
Annie,Ross Copperman,0.0
Annie,"his wife, annie",1.0
1992,"june 13, 1973",2.0
1:43 scale,v8,0.0
1:43 scale,C,0.0
1:43 scale,four,0.0
1:43 scale,1 : 43,2.0
1:43 scale,1:43,2.0
Solomon,Egypt,0.0
Solomon,Arthur S. Maxwell,0.0
Solomon,King Solomon,2.0
Sara,Kira McLean,0.0
Sara,Samara Cook,0.0
Sara,Lucy Hale,0.0
Sara,Charlotte DiLaurentis,0.0
Sara,ashley benson,0.0
Sara,Mona Vanderwaal,0.0
Sara,sara harvey,2.0
Patrick Duffy,diedrich bader,0.0
Patrick Duffy,Michael J. Fox,0.0
Patrick Duffy,"Michael \""Mike\"" Johnson",0.0
religion,freedom of speech,2.0
religion,freedom of the press,2.0
Stéphanie Szostak,romany malco,0.0
Stéphanie Szostak,Christina Moses,0.0
Stéphanie Szostak,Grace Park,0.0
Stéphanie Szostak,Allison Miller,0.0
Stéphanie Szostak,lizzy greene,0.0
Stéphanie Szostak,Odessa Young,0.0
Stéphanie Szostak,stephanie szostak,2.0
George Ezra,junior walker & the all stars,0.0
George Ezra,Ricochet,0.0
George Ezra,The Sundays,0.0
George Ezra,tim mcgraw,0.0
George Ezra,Snoop Dogg,0.0
George Ezra,Oh Land,0.0
shoulder sleeve,khaki,0.0
shoulder sleeve,United States Army,0.0
shoulder sleeve,on each shoulder,1.0
shoulder sleeve,on the upper left arm,1.0
shoulder sleeve,on the collar,1.0
shoulder sleeve,the upper left arm,1.0
shoulder sleeve,shoulder,2.0
Justin Rose,Dustin Johnson,0.0
Justin Rose,Bud Cauley,0.0
Justin Rose,Justin Thomas,0.0
Rabindranath Tagore,Lata Mangeshkar,0.0
Rabindranath Tagore,Bankim Chandra Chattopadhyay,0.0
Rabindranath Tagore,Nusrat Fateh Ali Khan,0.0
Rabindranath Tagore,dakhina charan sen,0.0
Rabindranath Tagore,Omkarnath Thakur,0.0
Andrea Donna de Matteo,Denise Borino-Quinn,0.0
Andrea Donna de Matteo,Edie Falco,0.0
Andrea Donna de Matteo,drea de matteo,2.0
Richardson,rita skeeter,0.0
Richardson,Michael Gambon,0.0
Richardson,Danny Taylor,0.0
Richardson,miranda richardson,2.0
Max Lloyd-Jones,Tom,0.0
Max Lloyd-Jones,Ethan Brooke,0.0
Max Lloyd-Jones,stephen amell,0.0
Max Lloyd-Jones,Erin Krakow,0.0
Max Lloyd-Jones,Grant Bowler,0.0
Max Lloyd-Jones,daniel lissing,2.0
Klondike Kat,shang,0.0
Klondike Kat,defeating,0.0
Klondike Kat,Rear Admiral John Godfrey,0.0
Klondike Kat,Candyman,0.0
Klondike Kat,ewen montagu,0.0
Klondike Kat,Donny Osmond,0.0
Klondike Kat,The J.M. Smucker Company,0.0
Klondike Kat,Savoir-Faire,0.0
Klondike Kat,Klondike,1.0
Furious 7,The Fate of the Furious,0.0
Furious 7,The Fast and the Furious,0.0
Furious 7,"\""Fast Five\""",0.0
Furious 7,Fast & Furious 7,2.0
Alessia Cara,Imagine Dragons,0.0
Alessia Cara,Nickelback,0.0
Alessia Cara,Justin Timberlake,0.0
1686,1687,0.0
1686,1668,0.0
1686,1618,0.0
Jillian Mele,Fox News Live,0.0
Jillian Mele,Fox News Channel,0.0
Jillian Mele,steve doocy,1.0
Jillian Mele,Lauren Susan Green,1.0
Jillian Mele,Patti Ann Browne,1.0
Jillian Mele,Brian Kilmeade,1.0
Jillian Mele,Lauren Green,1.0
40 million people,Utah,0.0
40 million people,the Metropolitan Water District of Southern California,0.0
40 million people,between 36 and 40 million people,1.0
Cassie Jo Stoddart,skylar annette neese,0.0
Cassie Jo Stoddart,Jennifer Ann Crecente,0.0
Cassie Jo Stoddart,Adrianne Leigh Reynolds,0.0
Cassie Jo Stoddart,Rachel Scott,0.0
Cassie Jo Stoddart,rachel joy scott,0.0
Cassie Jo Stoddart,2006,0.0
Cassie Jo Stoddart,Gwen Adams,0.0
Cassie Jo Stoddart,Jennifer Moore,0.0
Upstate New York,"Austin, Texas",0.0
Upstate New York,German,0.0
Upstate New York,Germany,0.0
One,three,0.0
One,Two,0.0
Tom Petty and the Heartbreakers,Sierra Leone's Refugee All Stars,0.0
Tom Petty and the Heartbreakers,Aerosmith,0.0
Tom Petty and the Heartbreakers,Andr\u00e9s Cantor,0.0
two,protons,0.0
two,98,0.0
two,three,2.0
southeastern,east africa,0.0
southeastern,Indian Ocean,0.0
southeastern,the coast of East Africa,0.0
southeastern,southeastern coast of Africa,2.0
southeastern,Africa,2.0
1971,"April 12, 1971",0.0
1971,1970,0.0
between 1922 and 1931,1965,0.0
none,115,0.0
none,1521,0.0
none,13 killed,0.0
none,2459,0.0
none,2084 men,0.0
none,0,0.0
none,105,0.0
none,333,0.0
Miami,Southampton,0.0
Miami,Barcelona,1.0
Miami,"Barcelona, Spain",1.0
2018,"February 5, 2016",0.0
2018,14 November 2014,0.0
2018,january 2018,1.0
2018,11 January 2018,1.0
eastern Turkey,the mountains of eastern anatolia,0.0
eastern Turkey,Al-Qurnah,0.0
eastern Turkey,the Persian Gulf,0.0
the 1st century,by 361 AD,0.0
the 1st century,361 AD,0.0
the 1st century,By the 4th century,0.0
the 1st century,"3 March 321,",0.0
the 1st century,by the 2nd century,2.0
1995,"1993, 1995",0.0
Larry Smith,Larry Bloom,0.0
Larry Smith,Bridgette Doremus,0.0
Larry Smith,Ian Mackley,0.0
Darwinian evolutionary theory,Herbert Spencer,0.0
Darwinian evolutionary theory,Principles of Biology,0.0
